jobid,submit,start,end,nnodes,duration,max_memory
5507,169898099,169898099,169898120,4,21,117
5508,169898099,169898099,169898120,4,21,61
5509,169898099,169898099,169898120,4,21,41
5510,169898099,169898099,169898120,4,21,27
5511,169898099,169898099,169898120,4,21,92
5512,169898099,169898103,169898123,4,20,43
5513,169898099,169898103,169898123,4,20,67
5514,169898099,169898103,169898123,4,20,143
5515,169898099,169898103,169898124,4,21,123
5516,169898099,169898103,169898123,4,20,41
5517,169898099,169898103,169898123,4,20,42
5518,169898099,169898103,169898124,4,21,140
5519,169898099,169898103,169898124,4,21,123
5521,169898099,169898108,169898128,4,20,67
5522,169898099,169898108,169898128,4,20,30
5523,169898099,169898108,169898128,4,20,23
5524,169898099,169898108,169898128,4,20,42
5525,169898099,169898108,169898128,4,20,65
5526,169898099,169898108,169898128,4,20,42
5527,169898099,169898108,169898128,4,20,20
5528,169898099,169898108,169898128,4,20,106
5529,169898099,169898108,169898128,4,20,90
5530,169898099,169898108,169898128,4,20,84
5531,169898099,169898108,169898128,4,20,46
5532,169898099,169898108,169898128,4,20,46
5533,169898099,169898108,169898128,4,20,126
5534,169898099,169898108,169898128,4,20,139
5535,169898099,169898108,169898128,4,20,48
5536,169898099,169898108,169898128,4,20,87
5537,169898099,169898108,169898128,4,20,21
5538,169898099,169898108,169898128,4,20,43
5539,169898099,169898108,169898128,4,20,38
5540,169898099,169898108,169898128,4,20,82
5541,169898099,169898108,169898128,4,20,55
5542,169898099,169898108,169898128,4,20,184
5543,169898099,169898108,169898128,4,20,76
5544,169898111,169898113,169898133,4,20,85
5545,169898111,169898111,169898132,4,21,158
5546,169898111,169898111,169898132,4,21,86
5547,169898111,169898111,169898132,4,21,45
5548,169898111,169898111,169898132,4,21,86
5549,169898111,169898111,169898132,4,21,90
5550,169898111,169898111,169898132,4,21,80
5551,169898111,169898111,169898132,4,21,42
5552,169898111,169898111,169898132,4,21,42
5553,169898111,169898111,169898132,4,21,42
5554,169898111,169898112,169898132,4,20,136
5555,169898111,169898112,169898132,4,20,21
5556,169898111,169898112,169898132,4,20,48
5557,169898111,169898112,169898132,4,20,96
5558,169898111,169898112,169898132,4,20,51
5559,169898111,169898112,169898132,4,20,92
5560,169898111,169898112,169898132,4,20,132
5561,169898111,169898112,169898132,4,20,46
5562,169898111,169898112,169898132,4,20,138
5563,169898111,169898112,169898132,4,20,41
5564,169898111,169898112,169898132,4,20,20
5565,169898111,169898112,169898132,4,20,134
5566,169898111,169898112,169898132,4,20,126
5567,169898111,169898112,169898132,4,20,149
5568,169898111,169898112,169898132,4,20,56
5569,169898111,169898112,169898132,4,20,56
5570,169898111,169898112,169898132,4,20,43
5571,169898111,169898112,169898132,4,20,84
5572,169898111,169898112,169898132,4,20,123
5573,169898111,169898112,169898132,4,20,80
5574,169898111,169898112,169898132,4,20,118
5575,169898111,169898112,169898132,4,20,91
5576,169898111,169898112,169898132,4,20,109
5577,169898111,169898112,169898132,4,20,59
5578,169898111,169898112,169898132,4,20,84
5579,169898111,169898112,169898132,4,20,90
5580,169898111,169898112,169898133,4,21,65
5581,169898111,169898112,169898133,4,21,135
5582,169898111,169898112,169898133,4,21,62
5583,169898111,169898113,169898133,4,20,73
5584,169898117,169898119,169898140,4,21,66
5585,169898117,169898119,169898139,4,20,46
5586,169898117,169898119,169898139,4,20,137
5587,169898117,169898119,169898139,4,20,55
5588,169898117,169898119,169898139,4,20,62
5589,169898117,169898119,169898139,4,20,43
5590,169898117,169898119,169898139,4,20,46
5591,169898117,169898119,169898139,4,20,98
5592,169898117,169898119,169898139,4,20,114
5593,169898117,169898119,169898139,4,20,58
5594,169898117,169898119,169898139,4,20,65
5595,169898117,169898119,169898139,4,20,22
5596,169898117,169898119,169898139,4,20,22
5597,169898117,169898119,169898139,4,20,76
5598,169898117,169898119,169898139,4,20,145
5599,169898117,169898119,169898139,4,20,140
5600,169898117,169898119,169898139,4,20,135
5601,169898117,169898119,169898139,4,20,83
5602,169898117,169898119,169898139,4,20,68
5603,169898117,169898119,169898139,4,20,65
5604,169898117,169898119,169898139,4,20,21
5605,169898117,169898119,169898139,4,20,46
5606,169898117,169898119,169898139,4,20,44
5607,169898117,169898119,169898139,4,20,44
5608,169898117,169898119,169898139,4,20,134
5609,169898117,169898119,169898139,4,20,153
5610,169898117,169898119,169898139,4,20,170
5611,169898117,169898119,169898139,4,20,154
5612,169898117,169898119,169898139,4,20,58
5613,169898117,169898119,169898139,4,20,64
5614,169898117,169898119,169898139,4,20,141
5615,169898117,169898119,169898139,4,20,63
5616,169898117,169898119,169898139,4,20,49
5617,169898117,169898119,169898139,4,20,48
5618,169898117,169898119,169898140,4,21,137
5619,169898117,169898119,169898140,4,21,45
5620,169898117,169898119,169898139,4,20,46
5621,169898117,169898119,169898139,4,20,54
5622,169898117,169898119,169898140,4,21,113
5623,169898117,169898119,169898140,4,21,124
5624,169898123,169898130,169898150,4,20,63
5625,169898123,169898125,169898145,4,20,61
5626,169898123,169898125,169898145,4,20,80
5627,169898123,169898125,169898145,4,20,60
5628,169898123,169898125,169898145,4,20,60
5629,169898123,169898125,169898145,4,20,65
5630,169898123,169898125,169898145,4,20,42
5631,169898123,169898125,169898145,4,20,45
5632,169898123,169898125,169898145,4,20,44
5633,169898123,169898125,169898145,4,20,140
5634,169898123,169898125,169898145,4,20,106
5635,169898123,169898125,169898145,4,20,116
5636,169898123,169898125,169898145,4,20,61
5637,169898123,169898125,169898145,4,20,40
5638,169898123,169898125,169898145,4,20,123
5639,169898123,169898125,169898145,4,20,40
5640,169898123,169898125,169898145,4,20,133
5641,169898123,169898125,169898145,4,20,51
5642,169898123,169898125,169898145,4,20,43
5643,169898123,169898125,169898145,4,20,45
5644,169898123,169898125,169898145,4,20,67
5645,169898123,169898126,169898146,4,20,125
5646,169898123,169898126,169898146,4,20,143
5647,169898123,169898126,169898147,4,21,42
5648,169898123,169898126,169898146,4,20,74
5649,169898123,169898129,169898150,4,21,55
5650,169898123,169898129,169898150,4,21,126
5651,169898123,169898129,169898150,4,21,140
5652,169898123,169898129,169898150,4,21,68
5653,169898123,169898129,169898151,4,22,184
5654,169898123,169898130,169898150,4,20,82
5655,169898123,169898130,169898150,4,20,123
5656,169898123,169898130,169898151,4,21,60
5657,169898123,169898130,169898150,4,20,23
5658,169898123,169898130,169898150,4,20,67
5659,169898123,169898130,169898150,4,20,51
5660,169898123,169898130,169898150,4,20,20
5661,169898123,169898130,169898150,4,20,65
5662,169898123,169898130,169898150,4,20,41
5663,169898123,169898130,169898150,4,20,25
5664,169898135,169898136,169898156,4,20,28
5665,169898135,169898136,169898156,4,20,134
5666,169898135,169898136,169898156,4,20,149
5667,169898135,169898136,169898156,4,20,86
5668,169898135,169898136,169898156,4,20,45
5669,169898135,169898136,169898156,4,20,85
5670,169898135,169898136,169898156,4,20,46
5671,169898135,169898136,169898156,4,20,44
5672,169898135,169898136,169898156,4,20,158
5673,169898135,169898136,169898156,4,20,90
5674,169898135,169898136,169898156,4,20,76
5675,169898135,169898136,169898156,4,20,20
5676,169898135,169898136,169898156,4,20,20
5677,169898135,169898136,169898156,4,20,42
5678,169898135,169898136,169898156,4,20,42
5679,169898135,169898136,169898156,4,20,92
5680,169898135,169898136,169898156,4,20,136
5681,169898135,169898136,169898156,4,20,81
5682,169898135,169898136,169898156,4,20,86
5683,169898135,169898136,169898156,4,20,90
5684,169898135,169898136,169898156,4,20,46
5685,169898135,169898136,169898156,4,20,67
5686,169898135,169898136,169898156,4,20,80
5687,169898135,169898136,169898157,4,21,45
5688,169898135,169898136,169898156,4,20,133
5689,169898135,169898136,169898156,4,20,109
5690,169898135,169898136,169898156,4,20,73
5691,169898135,169898136,169898156,4,20,49
5692,169898135,169898136,169898156,4,20,85
5693,169898135,169898136,169898156,4,20,84
5694,169898135,169898136,169898156,4,20,83
5695,169898135,169898136,169898156,4,20,59
5696,169898135,169898136,169898156,4,20,89
5697,169898135,169898136,169898156,4,20,68
5698,169898135,169898136,169898156,4,20,62
5699,169898135,169898136,169898156,4,20,90
5700,169898135,169898136,169898156,4,20,109
5701,169898135,169898136,169898156,4,20,120
5702,169898135,169898136,169898156,4,20,60
5703,169898135,169898136,169898156,4,20,126
5704,169898138,169898138,169898156,1,18,34
5705,169898142,169898142,169898162,4,20,62
5706,169898142,169898142,169898163,4,21,43
5707,169898142,169898142,169898162,4,20,56
5708,169898142,169898142,169898162,4,20,46
5709,169898142,169898142,169898162,4,20,137
5710,169898142,169898142,169898162,4,20,57
5711,169898142,169898142,169898162,4,20,55
5712,169898142,169898142,169898162,4,20,61
5713,169898142,169898142,169898162,4,20,43
5714,169898142,169898142,169898162,4,20,45
5715,169898142,169898142,169898162,4,20,22
5716,169898142,169898142,169898162,4,20,20
5717,169898142,169898142,169898162,4,20,30
5718,169898142,169898142,169898162,4,20,98
5719,169898142,169898142,169898162,4,20,114
5720,169898142,169898142,169898162,4,20,68
5721,169898142,169898142,169898162,4,20,58
5722,169898142,169898142,169898162,4,20,52
5723,169898142,169898142,169898162,4,20,68
5724,169898142,169898142,169898162,4,20,135
5725,169898142,169898142,169898162,4,20,83
5726,169898142,169898142,169898162,4,20,68
5727,169898142,169898142,169898162,4,20,62
5728,169898142,169898142,169898162,4,20,134
5729,169898142,169898142,169898162,4,20,153
5730,169898142,169898142,169898162,4,20,170
5731,169898142,169898142,169898162,4,20,154
5732,169898142,169898142,169898162,4,20,74
5733,169898142,169898142,169898162,4,20,110
5734,169898142,169898142,169898162,4,20,145
5735,169898142,169898142,169898162,4,20,137
5736,169898142,169898142,169898162,4,20,140
5737,169898142,169898142,169898162,4,20,21
5738,169898142,169898142,169898162,4,20,46
5739,169898142,169898142,169898162,4,20,44
5740,169898142,169898142,169898162,4,20,45
5741,169898142,169898142,169898162,4,20,44
5742,169898142,169898142,169898162,4,20,46
5743,169898142,169898142,169898162,4,20,59
5744,169898142,169898142,169898162,4,20,60
5745,169898148,169898152,169898172,4,20,58
5746,169898148,169898148,169898168,4,20,80
5747,169898148,169898148,169898168,4,20,63
5748,169898148,169898148,169898168,4,20,53
5749,169898148,169898148,169898168,4,20,61
5750,169898148,169898148,169898168,4,20,66
5751,169898148,169898148,169898168,4,20,57
5752,169898148,169898148,169898169,4,21,51
5753,169898148,169898148,169898168,4,20,63
5754,169898148,169898148,169898168,4,20,65
5755,169898148,169898148,169898168,4,20,42
5756,169898148,169898148,169898168,4,20,45
5757,169898148,169898148,169898168,4,20,116
5758,169898148,169898148,169898168,4,20,61
5759,169898148,169898148,169898168,4,20,40
5760,169898148,169898148,169898168,4,20,40
5761,169898148,169898148,169898168,4,20,44
5762,169898148,169898148,169898168,4,20,140
5763,169898148,169898148,169898168,4,20,122
5764,169898148,169898148,169898168,4,20,47
5765,169898148,169898148,169898168,4,20,123
5766,169898148,169898148,169898168,4,20,21
5767,169898148,169898148,169898168,4,20,142
5768,169898148,169898148,169898168,4,20,138
5769,169898148,169898148,169898168,4,20,140
5770,169898148,169898148,169898168,4,20,58
5771,169898148,169898148,169898168,4,20,132
5772,169898148,169898148,169898168,4,20,68
5773,169898148,169898148,169898168,4,20,43
5774,169898148,169898148,169898168,4,20,46
5775,169898148,169898148,169898169,4,21,126
5776,169898148,169898148,169898169,4,21,41
5777,169898148,169898149,169898169,4,20,38
5778,169898148,169898151,169898172,4,21,55
5779,169898148,169898151,169898172,4,21,126
5780,169898148,169898151,169898172,4,21,67
5781,169898148,169898151,169898172,4,21,139
5782,169898148,169898151,169898172,4,21,43
5783,169898148,169898152,169898172,4,20,55
5784,169898148,169898152,169898172,4,20,68
5785,169898154,169898158,169898178,4,20,64
5786,169898154,169898154,169898174,4,20,20
5787,169898154,169898154,169898174,4,20,38
5788,169898154,169898154,169898174,4,20,85
5789,169898154,169898154,169898174,4,20,137
5790,169898154,169898154,169898174,4,20,52
5791,169898154,169898154,169898174,4,20,139
5792,169898154,169898154,169898174,4,20,63
5793,169898154,169898154,169898174,4,20,42
5794,169898154,169898157,169898177,4,20,96
5795,169898154,169898157,169898177,4,20,52
5796,169898154,169898157,169898177,4,20,114
5797,169898154,169898157,169898177,4,20,86
5798,169898154,169898157,169898177,4,20,149
5799,169898154,169898157,169898177,4,20,134
5800,169898154,169898157,169898177,4,20,118
5801,169898154,169898157,169898177,4,20,76
5802,169898154,169898157,169898177,4,20,62
5803,169898154,169898157,169898177,4,20,63
5804,169898154,169898157,169898177,4,20,88
5805,169898154,169898157,169898177,4,20,89
5806,169898154,169898157,169898177,4,20,86
5807,169898154,169898157,169898178,4,21,120
5808,169898154,169898157,169898178,4,21,59
5809,169898154,169898157,169898178,4,21,158
5810,169898154,169898157,169898178,4,21,49
5811,169898154,169898157,169898178,4,21,43
5812,169898154,169898157,169898178,4,21,109
5813,169898154,169898157,169898178,4,21,136
5814,169898154,169898158,169898178,4,20,85
5815,169898154,169898158,169898178,4,20,84
5816,169898154,169898158,169898178,4,20,127
5817,169898154,169898158,169898178,4,20,77
5818,169898154,169898158,169898178,4,20,135
5819,169898154,169898158,169898178,4,20,65
5820,169898154,169898158,169898178,4,20,90
5821,169898154,169898158,169898178,4,20,71
5822,169898154,169898158,169898178,4,20,52
5823,169898154,169898158,169898178,4,20,84
5824,169898154,169898158,169898178,4,20,80
5825,169898160,169898164,169898184,4,20,30
5826,169898160,169898160,169898180,4,20,90
5827,169898160,169898160,169898180,4,20,42
5828,169898160,169898160,169898180,4,20,67
5829,169898160,169898160,169898180,4,20,84
5830,169898160,169898160,169898180,4,20,149
5831,169898160,169898160,169898180,4,20,86
5832,169898160,169898160,169898180,4,20,42
5833,169898160,169898160,169898180,4,20,47
5834,169898160,169898164,169898184,4,20,55
5835,169898160,169898164,169898184,4,20,119
5836,169898160,169898164,169898184,4,20,136
5838,169898160,169898164,169898184,4,20,45
5839,169898160,169898164,169898184,4,20,110
5840,169898160,169898164,169898184,4,20,140
5841,169898160,169898164,169898184,4,20,109
5842,169898160,169898164,169898184,4,20,87
5843,169898160,169898164,169898184,4,20,133
5844,169898160,169898164,169898184,4,20,90
5845,169898160,169898164,169898184,4,20,59
5846,169898160,169898164,169898184,4,20,121
5847,169898160,169898164,169898184,4,20,62
5848,169898160,169898164,169898185,4,21,101
5849,169898160,169898164,169898184,4,20,62
5850,169898160,169898164,169898184,4,20,100
5851,169898160,169898164,169898184,4,20,27
5852,169898160,169898164,169898184,4,20,134
5853,169898160,169898164,169898184,4,20,137
5854,169898160,169898164,169898184,4,20,45
5855,169898160,169898164,169898184,4,20,145
5856,169898160,169898164,169898184,4,20,95
5857,169898160,169898164,169898184,4,20,45
5858,169898160,169898164,169898184,4,20,141
5859,169898160,169898164,169898184,4,20,46
5860,169898160,169898164,169898184,4,20,150
5861,169898160,169898164,169898184,4,20,83
5862,169898160,169898164,169898184,4,20,47
5863,169898160,169898164,169898184,4,20,84
5864,169898160,169898164,169898184,4,20,117
5837,169898165,169898197,169898217,4,20,42
5865,169898202,169898202,169898223,4,21,90
5866,169898202,169898202,169898223,4,21,30
5867,169898202,169898202,169898223,4,21,42
5868,169898202,169898202,169898223,4,21,49
5869,169898202,169898202,169898224,4,22,22
5870,169898202,169898202,169898223,4,21,62
5871,169898202,169898202,169898223,4,21,43
5872,169898202,169898202,169898223,4,21,20
5873,169898202,169898202,169898223,4,21,20
5874,169898202,169898202,169898223,4,21,46
5875,169898202,169898202,169898223,4,21,46
5876,169898202,169898202,169898223,4,21,45
5877,169898202,169898202,169898223,4,21,44
5878,169898202,169898202,169898223,4,21,42
5879,169898202,169898202,169898223,4,21,42
5880,169898202,169898202,169898223,4,21,52
5881,169898202,169898202,169898223,4,21,86
5882,169898202,169898202,169898223,4,21,38
5883,169898202,169898202,169898223,4,21,82
5884,169898202,169898202,169898223,4,21,55
5885,169898202,169898202,169898223,4,21,152
5886,169898202,169898202,169898223,4,21,126
5887,169898202,169898202,169898223,4,21,149
5888,169898202,169898202,169898223,4,21,81
5889,169898202,169898202,169898223,4,21,86
5890,169898202,169898202,169898223,4,21,58
5891,169898202,169898202,169898223,4,21,44
5892,169898202,169898202,169898223,4,21,87
5893,169898202,169898202,169898223,4,21,158
5894,169898202,169898202,169898223,4,21,90
5895,169898202,169898202,169898223,4,21,44
5896,169898202,169898202,169898223,4,21,76
5897,169898202,169898202,169898223,4,21,133
5898,169898202,169898202,169898223,4,21,106
5899,169898202,169898202,169898223,4,21,46
5900,169898202,169898202,169898223,4,21,138
5901,169898202,169898202,169898223,4,21,67
5902,169898202,169898202,169898223,4,21,80
5903,169898202,169898202,169898223,4,21,43
5904,169898202,169898202,169898223,4,21,42
5905,169898208,169898209,169898229,4,20,65
5906,169898208,169898209,169898229,4,20,51
5907,169898208,169898209,169898229,4,20,48
5908,169898208,169898209,169898229,4,20,46
5909,169898208,169898209,169898229,4,20,64
5910,169898208,169898209,169898229,4,20,98
5911,169898208,169898209,169898229,4,20,118
5912,169898208,169898209,169898229,4,20,139
5913,169898208,169898209,169898229,4,20,90
5914,169898208,169898209,169898229,4,20,109
5915,169898208,169898209,169898229,4,20,120
5916,169898208,169898209,169898229,4,20,60
5917,169898208,169898209,169898229,4,20,126
5918,169898208,169898209,169898229,4,20,22
5919,169898208,169898209,169898229,4,20,20
5920,169898208,169898209,169898229,4,20,21
5921,169898208,169898209,169898229,4,20,27
5922,169898208,169898209,169898229,4,20,20
5923,169898208,169898209,169898229,4,20,135
5924,169898208,169898209,169898229,4,20,85
5925,169898208,169898209,169898230,4,21,45
5926,169898208,169898209,169898229,4,20,68
5927,169898208,169898209,169898229,4,20,62
5928,169898208,169898209,169898229,4,20,46
5929,169898208,169898209,169898229,4,20,85
5930,169898208,169898209,169898229,4,20,84
5931,169898208,169898209,169898229,4,20,81
5932,169898208,169898209,169898229,4,20,65
5933,169898208,169898209,169898229,4,20,59
5934,169898208,169898209,169898229,4,20,89
5935,169898208,169898209,169898229,4,20,68
5936,169898208,169898209,169898229,4,20,62
5937,169898208,169898209,169898229,4,20,56
5938,169898208,169898209,169898229,4,20,134
5939,169898208,169898209,169898229,4,20,153
5940,169898208,169898209,169898229,4,20,170
5941,169898208,169898209,169898229,4,20,151
5942,169898208,169898209,169898229,4,20,150
5943,169898208,169898209,169898229,4,20,58
5944,169898208,169898209,169898229,4,20,52
5945,169898215,169898215,169898235,4,20,143
5946,169898215,169898215,169898235,4,20,62
5947,169898215,169898215,169898235,4,20,63
5948,169898215,169898215,169898235,4,20,21
5949,169898215,169898215,169898235,4,20,45
5950,169898215,169898215,169898235,4,20,44
5951,169898215,169898215,169898235,4,20,45
5952,169898215,169898215,169898235,4,20,43
5953,169898215,169898215,169898235,4,20,45
5954,169898215,169898215,169898235,4,20,58
5955,169898215,169898215,169898235,4,20,61
5956,169898215,169898215,169898235,4,20,48
5957,169898215,169898215,169898235,4,20,62
5958,169898215,169898215,169898235,4,20,44
5959,169898215,169898215,169898235,4,20,140
5960,169898215,169898215,169898235,4,20,122
5961,169898215,169898215,169898235,4,20,47
5962,169898215,169898215,169898235,4,20,123
5963,169898215,169898215,169898235,4,20,65
5964,169898215,169898215,169898235,4,20,45
5965,169898215,169898215,169898235,4,20,42
5966,169898215,169898215,169898235,4,20,45
5967,169898215,169898215,169898235,4,20,45
5968,169898215,169898215,169898235,4,20,74
5969,169898215,169898215,169898235,4,20,110
5970,169898215,169898215,169898235,4,20,145
5971,169898215,169898215,169898235,4,20,137
5972,169898215,169898215,169898235,4,20,126
5973,169898215,169898215,169898235,4,20,140
5974,169898215,169898215,169898235,4,20,134
5975,169898215,169898215,169898235,4,20,119
5976,169898215,169898215,169898235,4,20,64
5977,169898215,169898215,169898235,4,20,61
5978,169898215,169898215,169898235,4,20,57
5979,169898215,169898215,169898235,4,20,40
5980,169898215,169898215,169898235,4,20,139
5981,169898215,169898215,169898235,4,20,47
5982,169898215,169898215,169898235,4,20,58
5983,169898215,169898215,169898235,4,20,141
5984,169898215,169898215,169898235,4,20,92
5985,169898221,169898225,169898246,4,21,91
5986,169898221,169898221,169898241,4,20,42
5987,169898221,169898221,169898241,4,20,71
5988,169898221,169898221,169898241,4,20,22
5989,169898221,169898221,169898241,4,20,126
5990,169898221,169898221,169898241,4,20,20
5991,169898221,169898221,169898241,4,20,71
5992,169898221,169898221,169898241,4,20,20
5993,169898221,169898221,169898242,4,21,44
5994,169898221,169898224,169898245,4,21,86
5995,169898221,169898224,169898245,4,21,82
5996,169898221,169898224,169898245,4,21,87
5997,169898221,169898224,169898245,4,21,52
5998,169898221,169898224,169898245,4,21,65
5999,169898221,169898224,169898245,4,21,42
6000,169898221,169898224,169898245,4,21,41
6001,169898221,169898224,169898245,4,21,42
6002,169898221,169898224,169898245,4,21,49
6003,169898221,169898225,169898245,4,20,58
6004,169898221,169898225,169898245,4,20,139
6005,169898221,169898225,169898245,4,20,63
6006,169898221,169898225,169898245,4,20,70
6007,169898221,169898225,169898245,4,20,55
6008,169898221,169898225,169898245,4,20,149
6009,169898221,169898225,169898245,4,20,126
6010,169898221,169898225,169898245,4,20,66
6011,169898221,169898225,169898245,4,20,158
6012,169898221,169898225,169898245,4,20,132
6013,169898221,169898225,169898245,4,20,20
6014,169898221,169898225,169898245,4,20,57
6015,169898221,169898225,169898246,4,21,46
6016,169898221,169898225,169898245,4,20,138
6017,169898221,169898225,169898245,4,20,45
6018,169898221,169898225,169898245,4,20,43
6019,169898221,169898225,169898245,4,20,89
6020,169898221,169898225,169898246,4,21,51
6021,169898221,169898225,169898245,4,20,106
6022,169898221,169898225,169898246,4,21,84
6023,169898221,169898225,169898246,4,21,86
6024,169898221,169898225,169898246,4,21,71
6025,169898227,169898231,169898251,4,20,72
6026,169898227,169898227,169898247,4,20,43
6027,169898227,169898227,169898247,4,20,90
6028,169898227,169898227,169898247,4,20,81
6029,169898227,169898227,169898247,4,20,45
6030,169898227,169898227,169898247,4,20,149
6031,169898227,169898227,169898247,4,20,31
6032,169898227,169898227,169898247,4,20,59
6033,169898227,169898227,169898247,4,20,62
6034,169898227,169898230,169898250,4,20,96
6035,169898227,169898230,169898250,4,20,90
6036,169898227,169898230,169898250,4,20,45
6037,169898227,169898230,169898250,4,20,20
6038,169898227,169898230,169898250,4,20,84
6039,169898227,169898230,169898250,4,20,89
6040,169898227,169898230,169898250,4,20,62
6041,169898227,169898230,169898250,4,20,111
6042,169898227,169898230,169898250,4,20,95
6043,169898227,169898230,169898250,4,20,85
6044,169898227,169898230,169898250,4,20,63
6045,169898227,169898230,169898250,4,20,65
6046,169898227,169898230,169898250,4,20,136
6047,169898227,169898230,169898251,4,21,126
6048,169898227,169898230,169898251,4,21,52
6049,169898227,169898230,169898250,4,20,134
6050,169898227,169898230,169898250,4,20,114
6051,169898227,169898230,169898251,4,21,100
6052,169898227,169898230,169898251,4,21,63
6053,169898227,169898230,169898251,4,21,91
6054,169898227,169898230,169898251,4,21,81
6055,169898227,169898230,169898251,4,21,110
6056,169898227,169898231,169898251,4,20,76
6057,169898227,169898231,169898251,4,20,170
6058,169898227,169898231,169898251,4,20,56
6059,169898227,169898231,169898251,4,20,132
6060,169898227,169898231,169898251,4,20,84
6061,169898227,169898231,169898251,4,20,135
6062,169898227,169898231,169898251,4,20,143
6063,169898227,169898231,169898251,4,20,52
6064,169898227,169898231,169898251,4,20,153
6065,169898233,169898237,169898258,4,21,58
6066,169898233,169898233,169898253,4,20,22
6067,169898233,169898233,169898253,4,20,115
6068,169898233,169898233,169898253,4,20,153
6069,169898233,169898233,169898253,4,20,147
6070,169898233,169898233,169898253,4,20,85
6071,169898233,169898233,169898253,4,20,65
6072,169898233,169898233,169898253,4,20,133
6073,169898233,169898233,169898253,4,20,51
6074,169898233,169898237,169898258,4,21,51
6075,169898233,169898237,169898257,4,20,43
6076,169898233,169898237,169898257,4,20,145
6077,169898233,169898237,169898257,4,20,45
6078,169898233,169898237,169898257,4,20,45
6079,169898233,169898237,169898257,4,20,128
6080,169898233,169898237,169898257,4,20,139
6081,169898233,169898237,169898257,4,20,57
6082,169898233,169898237,169898257,4,20,110
6083,169898233,169898237,169898257,4,20,134
6084,169898233,169898237,169898258,4,21,140
6085,169898233,169898237,169898257,4,20,141
6086,169898233,169898237,169898257,4,20,61
6087,169898233,169898237,169898257,4,20,46
6088,169898233,169898237,169898257,4,20,139
6089,169898233,169898237,169898257,4,20,21
6090,169898233,169898237,169898257,4,20,74
6091,169898233,169898237,169898257,4,20,62
6092,169898233,169898237,169898257,4,20,129
6093,169898233,169898237,169898257,4,20,46
6094,169898233,169898237,169898257,4,20,98
6095,169898233,169898237,169898257,4,20,124
6096,169898233,169898237,169898257,4,20,57
6097,169898233,169898237,169898257,4,20,60
6098,169898233,169898237,169898257,4,20,137
6099,169898233,169898237,169898257,4,20,133
6100,169898233,169898237,169898257,4,20,58
6101,169898233,169898237,169898258,4,21,140
6102,169898233,169898237,169898257,4,20,58
6103,169898233,169898237,169898257,4,20,122
6104,169898233,169898237,169898258,4,21,92
6105,169898239,169898248,169898269,4,21,109
6106,169898239,169898239,169898259,4,20,118
6107,169898239,169898239,169898259,4,20,44
6108,169898239,169898239,169898259,4,20,65
6109,169898239,169898239,169898260,4,21,116
6110,169898239,169898239,169898259,4,20,61
6111,169898239,169898239,169898259,4,20,43
6112,169898239,169898239,169898259,4,20,123
6113,169898239,169898239,169898259,4,20,143
6114,169898239,169898243,169898264,4,21,226
6115,169898239,169898243,169898264,4,21,190
6116,169898239,169898243,169898263,4,20,20
6117,169898239,169898243,169898264,4,21,42
6118,169898239,169898243,169898264,4,21,123
6119,169898239,169898243,169898264,4,21,68
6120,169898239,169898243,169898264,4,21,71
6121,169898239,169898244,169898264,4,20,22
6122,169898239,169898246,169898267,4,21,55
6123,169898239,169898246,169898267,4,21,71
6124,169898239,169898246,169898267,4,21,89
6125,169898239,169898246,169898267,4,21,41
6126,169898239,169898246,169898267,4,21,61
6127,169898239,169898248,169898268,4,20,52
6128,169898239,169898248,169898268,4,20,76
6129,169898239,169898248,169898268,4,20,42
6130,169898239,169898248,169898268,4,20,42
6131,169898239,169898248,169898268,4,20,46
6132,169898239,169898248,169898268,4,20,90
6133,169898239,169898248,169898268,4,20,20
6134,169898239,169898248,169898268,4,20,45
6135,169898239,169898248,169898268,4,20,42
6136,169898239,169898248,169898268,4,20,89
6137,169898239,169898248,169898268,4,20,57
6138,169898239,169898248,169898268,4,20,41
6139,169898239,169898248,169898268,4,20,82
6140,169898239,169898248,169898268,4,20,126
6141,169898239,169898248,169898268,4,20,139
6142,169898239,169898248,169898268,4,20,50
6143,169898239,169898248,169898268,4,20,87
6144,169898239,169898248,169898268,4,20,132
6145,169898251,169898252,169898273,4,21,100
6146,169898251,169898252,169898272,4,20,158
6147,169898251,169898252,169898272,4,20,149
6148,169898251,169898252,169898272,4,20,46
6149,169898251,169898252,169898272,4,20,22
6150,169898251,169898252,169898272,4,20,42
6151,169898251,169898252,169898272,4,20,89
6152,169898251,169898252,169898272,4,20,46
6153,169898251,169898252,169898272,4,20,62
6154,169898251,169898252,169898272,4,20,51
6155,169898251,169898252,169898272,4,20,124
6156,169898251,169898252,169898272,4,20,90
6157,169898251,169898252,169898273,4,21,71
6158,169898251,169898252,169898273,4,21,80
6159,169898251,169898252,169898272,4,20,51
6160,169898251,169898252,169898272,4,20,138
6161,169898251,169898252,169898272,4,20,80
6162,169898251,169898252,169898272,4,20,43
6163,169898251,169898252,169898272,4,20,42
6164,169898251,169898252,169898272,4,20,23
6165,169898251,169898252,169898273,4,21,43
6166,169898251,169898252,169898273,4,21,45
6167,169898251,169898252,169898272,4,20,55
6168,169898251,169898252,169898272,4,20,81
6169,169898251,169898252,169898272,4,20,65
6170,169898251,169898252,169898272,4,20,126
6171,169898251,169898252,169898272,4,20,123
6172,169898251,169898252,169898272,4,20,59
