jobid,submit,start,end,nnodes,duration,max_memory
218,169884006,169884015,169884037,1,22,17
219,169884041,169884064,169884127,1,63,87
221,169884041,169884052,169884094,1,42,80
222,169884041,169884052,169884162,1,110,83
224,169884041,169884064,169884122,1,58,85
220,169884049,169884064,169884077,1,13,17
226,169884078,169884100,169884126,4,26,19
227,169884107,169884107,169884121,1,14,16
228,169884144,169884175,169884217,4,42,58
229,169884165,169884165,169884233,1,68,462
230,169884171,169884175,169884198,1,23,57
293,169884193,169884193,169884200,1,7,15
325,169884214,169884214,169884647,1,433,32
326,169884216,169884216,169892858,32,8642,25
327,169884233,169884233,169884272,4,39,27
328,169884238,169884239,169884246,1,7,16
329,169884249,169884249,169885032,1,783,189
330,169884268,169884268,169884275,4,7,47
331,169884283,169884283,169884341,4,58,27
332,169884308,169884308,169884371,1,63,17
333,169884316,169884316,169884370,1,54,19
334,169884339,169884339,169884533,1,194,29
335,169884341,169884342,169884357,4,15,19
336,169884343,169884343,169884393,32,50,34
337,169884373,169884373,169884517,1,144,75
338,169884408,169884408,169884537,1,129,260
339,169884413,169884413,169884633,64,220,35
340,169884419,169884419,169884432,4,13,25
341,169884431,169884431,169884448,1,17,30
342,169884474,169884474,169884538,1,64,270
343,169884483,169884483,169884605,2,122,23
344,169884492,169884493,169884500,1,7,15
345,169884503,169884525,169884587,1,62,50
346,169884509,169884509,169884632,8,123,54
347,169884509,169884509,169884833,1,324,89
348,169884515,169884516,169886603,1,2087,27
349,169884522,169884522,169884568,1,46,29
350,169884530,169884530,169884606,1,76,481
351,169884542,169884542,169884665,8,123,35
352,169884565,169884565,169884636,1,71,17
353,169884585,169884585,169884589,1,4,66
354,169884602,169884607,169884731,8,124,31
355,169884605,169884606,169885328,1,722,102
356,169884610,169884611,169886690,1,2079,65
357,169884627,169884627,169885255,1,628,41
358,169884629,169884629,169884644,1,15,60
359,169884639,169884639,169884657,4,18,50
360,169884667,169884667,169885993,12,1326,82
361,169884670,169884670,169884691,4,21,50
362,169884671,169884671,169885994,12,1323,72
363,169884680,169884691,169884693,1,2,15
364,169884681,169884691,169888365,32,3674,125
365,169884685,169884685,169884847,1,162,33
366,169884687,169884687,169884765,1,78,491
367,169884690,169884691,169884701,1,10,38
368,169884690,169884691,169884783,128,92,53
369,169884696,169884696,169884761,2,65,17
370,169884696,169884696,169884723,4,27,50
371,169884703,169884703,169884754,1,51,88
372,169884726,169884726,169884737,1,11,17
373,169884731,169884731,169885012,1,281,18
374,169884732,169884732,169884752,4,20,50
375,169884734,169884735,169884794,1,59,65
376,169884749,169884751,169886068,12,1317,90
377,169884752,169884753,169884762,4,9,25
378,169884753,169884753,169884765,1,12,89
379,169884757,169884757,169884857,1,100,24
380,169884761,169884761,169884779,1,18,19
381,169884773,169884773,169884840,1,67,410
382,169884776,169884777,169885317,24,540,76
383,169884795,169884795,169885061,1,266,24
384,169884797,169884797,169885231,1,434,32
385,169884808,169884808,169885239,1,431,53
386,169884809,169884809,169885434,1,625,75
387,169884810,169884810,169885244,1,434,32
388,169884867,169884867,169885229,1,362,27
389,169884894,169884894,169885606,1,712,17
390,169884899,169884899,169886459,1,1560,27
391,169884927,169884927,169884931,1,4,17
392,169884938,169884938,169885661,1,723,18
393,169884940,169884940,169885035,1,95,478
394,169884945,169884945,169884950,2,5,17
395,169884962,169884962,169892275,1,7313,178
396,169884992,169884992,169885046,1,54,65
397,169885024,169885024,169885108,4,84,199
398,169885031,169885031,169885126,1,95,451
399,169885041,169885043,169887128,1,2085,27
400,169885045,169885045,169885052,2,7,17
401,169885050,169885050,169891773,8,6723,111
404,169885084,169885084,169885194,1,110,27
405,169885100,169885100,169887263,32,2163,259
406,169885116,169885116,169885135,1,19,17
407,169885138,169885139,169885260,64,121,194
408,169885143,169885143,169885182,1,39,48
409,169885156,169885156,169885159,4,3,16
410,169885176,169885177,169885489,1,312,487
411,169885183,169885183,169885902,1,719,25
412,169885184,169885184,169885466,32,282,61
413,169885194,169885194,169885226,1,32,56
414,169885203,169885204,169885266,1,62,33
415,169885212,169885212,169885404,1,192,16
416,169885239,169885239,169886591,12,1352,82
417,169885243,169885243,169893424,1,8181,199
418,169885243,169885244,169892763,1,7519,178
419,169885283,169885283,169886634,12,1351,91
420,169885295,169885295,169885310,2,15,28
421,169885312,169886776,169887027,128,251,194
422,169885317,169885328,169885338,24,10,48
423,169885321,169885321,169885444,1,123,16
424,169885339,169885339,169885409,1,70,257
425,169885347,169885347,169886303,1,956,24
426,169885352,169885353,169885575,32,222,56
427,169885372,169885372,169885391,1,19,77
428,169885375,169885375,169885391,1,16,118
429,169885377,169885377,169885392,1,15,16
430,169885379,169885379,169885390,1,11,17
431,169885383,169885383,169886108,1,725,159
432,169885407,169885412,169885587,24,175,85
433,169885408,169885408,169885413,1,5,17
434,169885414,169885414,169885778,1,364,254
435,169885416,169885416,169893978,1,8562,169
436,169885416,169902544,169911106,1,8562,162
437,169885416,169911116,169919678,1,8562,158
438,169885416,169919679,169928242,1,8563,158
439,169885416,169935841,169944403,1,8562,166
440,169885416,169944411,169952973,1,8562,170
441,169885416,169954403,169962965,1,8562,162
442,169885418,169885418,169885429,2,11,41
443,169885424,169885424,169885677,20,253,173
444,169885432,169885468,169886159,20,691,60
445,169885442,169885448,169885455,4,7,24
446,169885447,169885447,169885457,2,10,34
447,169885449,169885468,169888416,20,2948,68
448,169885451,169885451,169894012,1,8561,251
449,169885451,169902578,169911140,1,8562,161
450,169885451,169911152,169919714,1,8562,157
451,169885451,169919716,169928278,1,8562,157
452,169885451,169935841,169944403,1,8562,167
453,169885451,169944448,169953011,1,8563,263
454,169885451,169954403,169962965,1,8562,159
455,169885453,169885453,169889432,1,3979,127
456,169885453,169897999,169906562,1,8563,161
457,169885453,169906567,169915128,1,8561,159
458,169885453,169915134,169923696,1,8562,158
459,169885453,169923698,169932260,1,8562,160
460,169885453,169935845,169944407,1,8562,170
461,169885453,169944448,169953011,1,8563,276
462,169885454,169885454,169894016,1,8562,168
463,169885454,169902582,169911144,1,8562,159
464,169885454,169911152,169919714,1,8562,167
465,169885454,169919716,169928278,1,8562,177
466,169885454,169935841,169944403,1,8562,166
467,169885454,169944448,169953010,1,8562,159
468,169885454,169954403,169962965,1,8562,161
469,169885458,169885589,169888979,20,3390,98
470,169885466,169885779,169889586,20,3807,108
471,169885486,169885486,169885638,1,152,428
472,169885490,169885490,169885511,8,21,21
473,169885527,169885527,169885541,2,14,17
474,169885528,169885528,169885606,1,78,16
475,169885538,169885577,169885845,32,268,56
476,169885546,169885546,169885563,8,17,21
477,169885559,169885559,169885715,1,156,16
478,169885562,169885577,169894134,1,8557,26
479,169885569,169885569,169885708,1,139,20
480,169885570,169885570,169885574,1,4,21
481,169885573,169885577,169885793,1,216,19
482,169885577,169885577,169885585,1,8,44
483,169885577,169885577,169885907,1,330,20
484,169885582,169885582,169885626,1,44,20
485,169885586,169885589,169885612,8,23,43
486,169885587,169886352,169886488,24,136,90
487,169885599,169885608,169885632,1,24,27
488,169885609,169885609,169885625,1,16,17
489,169885616,169885616,169885632,8,16,23
490,169885616,169885777,169885999,32,222,177
491,169885638,169885640,169885664,1,24,17
492,169885659,169885659,169885673,1,14,18
493,169885671,169885671,169885684,1,13,17
494,169885672,169885689,169885843,1,154,20
495,169885676,169885676,169886598,1,922,42
496,169885690,169885690,169885706,1,16,17
497,169885731,169885737,169885759,5,22,174
498,169885731,169885737,169886165,1,428,17
499,169885742,169885742,169885782,1,40,21
500,169885785,169885785,169885811,1,26,21
501,169885791,169885904,169885921,1,17,25
502,169885815,169885816,169885823,1,7,21
503,169885821,169885821,169886089,5,268,56
504,169885825,169885825,169886189,1,364,281
505,169885833,169885833,169885840,1,7,17
506,169885844,169885844,169885905,1,61,21
507,169885855,169885855,169885889,4,34,19
508,169885860,169885860,169886057,12,197,59
509,169885866,169885968,169886156,25,188,49
510,169885882,169885883,169885946,1,63,20
511,169885897,169885897,169885931,4,34,19
512,169885928,169885928,169885967,1,39,21
513,169885977,169885977,169885990,1,13,17
514,169885988,169886000,169886008,1,8,49
515,169885990,169886021,169886023,1,2,67
516,169885990,169886021,169886023,1,2,18
517,169885990,169886021,169886023,1,2,56
518,169885990,169886021,169886023,1,2,17
519,169885990,169886021,169886023,1,2,58
520,169885990,169886021,169886023,1,2,64
521,169885990,169886021,169886023,1,2,53
522,169885990,169886021,169886023,1,2,56
523,169885990,169886021,169886023,1,2,144
524,169885990,169886021,169886023,1,2,16
525,169885990,169886021,169886023,1,2,48
526,169885990,169886021,169886023,1,2,45
527,169885990,169886021,169886023,1,2,38
528,169885991,169886021,169886023,1,2,56
529,169885991,169886021,169886023,1,2,48
530,169885991,169886021,169886023,1,2,18
531,169885991,169886021,169886023,1,2,48
533,169885991,169886028,169886030,1,2,55
534,169885991,169886028,169886030,1,2,64
535,169885991,169886028,169886030,1,2,48
536,169885991,169886028,169886030,1,2,145
537,169885991,169886028,169886030,1,2,135
538,169885991,169886028,169886030,1,2,67
539,169885991,169886028,169886030,1,2,132
540,169885991,169886028,169886030,1,2,56
541,169885991,169886029,169886031,1,2,48
542,169885991,169886029,169886031,1,2,56
543,169885991,169886029,169886031,1,2,48
544,169885991,169886029,169886031,1,2,18
545,169885991,169886029,169886031,1,2,56
546,169885991,169886029,169886031,1,2,34
547,169885991,169886029,169886031,1,2,53
548,169885991,169886029,169886031,1,2,56
532,169886027,169886029,169886049,1,20,22
549,169886038,169886038,169886242,32,204,160
550,169886044,169886070,169886326,32,256,188
551,169886050,169886050,169886328,1,278,162
552,169886058,169886058,169892484,8,6426,119
553,169886088,169886088,169886181,1,93,20
554,169886094,169886094,169886130,2,36,148
555,169886100,169886330,169886393,1,63,50
556,169886109,169886109,169886831,1,722,171
557,169886109,169886109,169889723,1,3614,86
558,169886109,169889724,169893536,1,3812,84
559,169886109,169906158,169909461,1,3303,84
560,169886109,169909464,169912357,1,2893,88
561,169886109,169912925,169915335,1,2410,82
562,169886109,169915386,169917133,1,1747,78
563,169886109,169917135,169918443,1,1308,180
564,169886109,169918445,169920482,1,2037,180
565,169886109,169921710,169923868,1,2158,216
566,169886109,169923869,169925471,1,1602,78
567,169886109,169925472,169927918,1,2446,80
568,169886109,169935841,169937861,1,2020,81
569,169886109,169937863,169939533,1,1670,81
570,169886109,169940583,169942907,1,2324,169
571,169886109,169942909,169944946,1,2037,84
572,169886109,169944969,169947634,1,2665,82
573,169886109,169949551,169952102,1,2551,81
574,169886109,169954412,169958331,1,3919,401
575,169886109,169958894,169962203,1,3309,86
576,169886110,169962241,169965943,1,3702,85
577,169886110,169965956,169971261,1,5305,87
578,169886110,169971268,169975944,1,4676,87
579,169886110,169975946,169980302,1,4356,86
580,169886110,169980304,169984091,1,3787,86
581,169886110,169984093,169987544,1,3451,83
582,169886110,169987546,169990416,1,2870,81
583,169886110,169992679,169995331,1,2652,105
584,169886110,169995333,169997776,1,2443,103
585,169886110,169997777,170000302,1,2525,103
586,169886110,170000359,170002440,1,2081,79
587,169886110,170002441,170004161,1,1720,82
588,169886110,170004162,170006159,1,1997,145
589,169886110,170006289,170008378,1,2089,85
590,169886110,170010041,170011906,1,1865,78
591,169886110,170011908,170013412,1,1504,85
592,169886110,170014083,170016374,1,2291,80
593,169886110,170016553,170018574,1,2021,81
594,169886110,170018576,170020618,1,2042,80
595,169886110,170020620,170023187,1,2567,82
596,169886110,170023672,170026558,1,2886,83
597,169886110,170026564,170029547,1,2983,84
598,169886110,170029548,170033347,1,3799,84
599,169886110,170033360,170037815,1,4455,85
600,169886110,170037817,170042011,1,4194,84
601,169886110,170043547,170049041,1,5494,85
602,169886110,170051981,170055389,1,3408,86
603,169886110,170055573,170060431,1,4858,85
604,169886110,170060949,170064706,1,3757,84
605,169886110,170064708,170068688,1,3980,86
606,169886110,170068705,170072333,1,3628,84
607,169886110,170072335,170074904,1,2569,83
608,169886110,170074907,170077144,1,2237,83
609,169886110,170078110,170080759,1,2649,91
610,169886110,170080760,170082894,1,2134,80
611,169886110,170085171,170087205,1,2034,113
612,169886110,170089486,170091155,1,1669,179
613,169886110,170091437,170093829,1,2392,455
614,169886110,170093912,170096371,1,2459,83
615,169886111,170096373,170097933,1,1560,83
616,169886111,170097996,170099439,1,1443,80
617,169886111,170099441,170101224,1,1783,83
618,169886111,170101226,170103656,1,2430,84
619,169886111,170103658,170106810,1,3152,83
620,169886111,170106811,170109524,1,2713,82
621,169886111,170109526,170112232,1,2706,82
622,169886117,169886117,169888305,1,2188,110
623,169886117,169888307,169890687,1,2380,109
624,169886117,169890689,169893043,1,2354,81
625,169886117,169893045,169895582,1,2537,80
626,169886118,169906120,169907310,1,1190,190
627,169886118,169907312,169908573,1,1261,193
628,169886118,169908575,169909569,1,994,190
629,169886118,169909571,169910980,1,1409,79
630,169886118,169910981,169912208,1,1227,79
631,169886118,169912210,169913239,1,1029,77
632,169886118,169913249,169914572,1,1323,80
633,169886118,169914579,169915983,1,1404,80
634,169886118,169915985,169917629,1,1644,79
635,169886118,169917659,169919220,1,1561,80
636,169886118,169919454,169921425,1,1971,78
637,169886118,169921587,169923425,1,1838,110
638,169886118,169923427,169925232,1,1805,79
639,169886118,169925234,169928334,1,3100,82
640,169886118,169935841,169938439,1,2598,84
641,169886118,169938807,169941565,1,2758,81
642,169886118,169941567,169943668,1,2101,80
643,169886118,169943670,169945503,1,1833,79
644,169886118,169945562,169947310,1,1748,86
645,169886118,169948763,169950346,1,1583,82
646,169886118,169950348,169951927,1,1579,81
647,169886118,169951929,169953426,1,1497,81
648,169886118,169953427,169954628,1,1201,78
649,169886118,169955119,169956155,1,1036,85
650,169886118,169957820,169959012,1,1192,82
651,169886118,169959014,169960137,1,1123,80
652,169886118,169960139,169961250,1,1111,76
653,169886118,169961252,169962320,1,1068,78
654,169886118,169962321,169963504,1,1183,82
655,169886118,169963523,169964621,1,1098,102
656,169886118,169964623,169965871,1,1248,80
657,169886118,169965872,169967361,1,1489,79
658,169886118,169967363,169968866,1,1503,80
659,169886119,169968868,169970433,1,1565,80
660,169886119,169970445,169972396,1,1951,78
661,169886119,169972418,169974816,1,2398,82
662,169886119,169974818,169977049,1,2231,83
663,169886119,169977051,169979844,1,2793,81
664,169886119,169979847,169981700,1,1853,79
665,169886119,169981711,169983907,1,2196,79
666,169886119,169983909,169985868,1,1959,182
667,169886119,169985870,169988011,1,2141,82
668,169886119,169988014,169989884,1,1870,76
669,169886119,169990802,169992449,1,1647,79
670,169886119,169992786,169994155,1,1369,180
671,169886119,169994157,169995673,1,1516,180
672,169886119,169995869,169997222,1,1353,177
673,169886119,169997224,169998414,1,1190,177
674,169886119,169998416,169999479,1,1063,180
675,169886119,169999481,170000723,1,1242,177
676,169886119,170000747,170001949,1,1202,77
677,169886119,170001951,170003044,1,1093,178
678,169886119,170003045,170004061,1,1016,134
679,169886119,170004063,170005129,1,1066,127
680,169886119,170005137,170006558,1,1421,126
681,169886119,170006570,170008407,1,1837,106
682,169886119,170009554,170011138,1,1584,79
683,169886119,170011140,170012740,1,1600,80
684,169886120,169886135,169886156,1,21,35
685,169886172,169886182,169887692,32,1510,79
686,169886182,169886182,169886525,1,343,34
687,169886199,169886249,169887305,32,1056,80
688,169886208,169886208,169886218,1,10,17
689,169886213,169886213,169886257,1,44,17
690,169886234,169886234,169886257,1,23,16
691,169886287,169886287,169886303,4,16,138
692,169886324,169886324,169886345,1,21,17
693,169886328,169886328,169886693,1,365,79
694,169886331,169886331,169886336,4,5,78
695,169886341,169886341,169886375,4,34,80
696,169886381,169886381,169890083,1,3702,85
697,169886381,169890086,169894639,1,4553,83
698,169886381,169906132,169908295,1,2163,80
699,169886381,169908296,169911741,1,3445,81
700,169886381,169911754,169914302,1,2548,81
701,169886381,169914387,169916920,1,2533,100
702,169886381,169916921,169918548,1,1627,78
703,169886381,169918574,169919822,1,1248,78
704,169886381,169919874,169921735,1,1861,78
705,169886381,169922338,169924126,1,1788,79
706,169886381,169924128,169925508,1,1380,169
707,169886381,169925510,169927561,1,2051,81
708,169886381,169935841,169937578,1,1737,81
709,169886381,169937580,169939023,1,1443,78
710,169886381,169940504,169942686,1,2182,81
711,169886381,169942688,169944497,1,1809,78
712,169886381,169944630,169947247,1,2617,89
713,169886381,169949551,169952159,1,2608,85
714,169886381,169954412,169958097,1,3685,124
715,169886381,169958894,169962413,1,3519,85
716,169886381,169962414,169966420,1,4006,85
717,169886381,169966425,169972237,1,5812,123
718,169886381,169972661,169977662,1,5001,86
719,169886382,169977664,169982202,1,4538,85
720,169886382,169982221,169985937,1,3716,84
721,169886382,169985938,169988993,1,3055,183
722,169886382,169990992,169993978,1,2986,184
723,169886382,169993980,169996404,1,2424,182
724,169886382,169996406,169998600,1,2194,182
725,169886382,169999489,170001457,1,1968,81
726,169886382,170001459,170003168,1,1709,80
727,169886382,170003169,170004385,1,1216,78
728,169886382,170004411,170005774,1,1363,185
729,169886382,169886382,169886444,1,62,34
730,169886382,170006240,170007620,1,1380,78
731,169886382,170009895,170011105,1,1210,81
732,169886382,170011107,170012197,1,1090,79
733,169886382,170012199,170013564,1,1365,78
734,169886382,170014083,170015275,1,1192,79
735,169886382,170015622,170017112,1,1490,79
736,169886382,170017119,170018851,1,1732,80
737,169886382,170018853,170020902,1,2049,79
738,169886382,170020904,170023388,1,2484,185
739,169886382,170023672,170026889,1,3217,117
740,169886382,170026901,170031002,1,4101,84
741,169886382,170031003,170034868,1,3865,84
742,169886382,170034869,170040102,1,5233,85
743,169886382,170040211,170043241,1,3030,88
744,169886382,170043574,170047447,1,3873,91
745,169886382,170047459,170050851,1,3392,81
746,169886382,170052235,170055956,1,3721,82
747,169886382,170060484,170063485,1,3001,80
748,169886382,170063486,170065713,1,2227,82
749,169886382,170065714,170067446,1,1732,79
750,169886382,170067448,170069496,1,2048,80
751,169886382,170069497,170071006,1,1509,81
752,169886382,170071008,170072321,1,1313,79
753,169886382,170072322,170073426,1,1104,76
754,169886382,170073427,170074677,1,1250,80
755,169886382,170074679,170076127,1,1448,81
756,169886382,170076129,170077267,1,1138,78
757,169886382,170078122,170079251,1,1129,79
758,169886382,170079252,170080431,1,1179,79
759,169886383,170080433,170082100,1,1667,80
760,169886383,170082219,170084292,1,2073,79
761,169886383,170087484,170089453,1,1969,83
762,169886383,170089486,170091684,1,2198,178
763,169886412,169886412,169887751,12,1339,183
764,169886412,169886412,169887737,12,1325,84
765,169886423,169886423,169886430,1,7,17
766,169886428,169886428,169886444,1,16,50
767,169886452,169886452,169886472,1,20,151
768,169886484,169886484,169886506,4,22,107
769,169886488,169886496,169886668,24,172,91
770,169886489,169886508,169886520,1,12,67
771,169886496,169886497,169886861,1,364,87
772,169886503,169886503,169886516,1,13,16
773,169886503,169886503,169886525,1,22,35
774,169886503,169886503,169886516,1,13,16
775,169886503,169886503,169886516,1,13,16
776,169886503,169886503,169886514,1,11,17
777,169886503,169886503,169886514,1,11,17
778,169886503,169886503,169886514,1,11,17
779,169886503,169886503,169886513,1,10,18
780,169886503,169886503,169886514,1,11,17
781,169886503,169886503,169886514,1,11,16
784,169886503,169886516,169886523,1,7,18
785,169886503,169886516,169886523,1,7,19
786,169886503,169886516,169886521,1,5,16
787,169886503,169886516,169886521,1,5,18
788,169886503,169886516,169886523,1,7,17
789,169886503,169886518,169886524,1,6,16
790,169886503,169886518,169886524,1,6,16
791,169886503,169886519,169886525,1,6,16
782,169886506,169886515,169886537,1,22,22
783,169886510,169886522,169886560,1,38,17
792,169886523,169886563,169886571,1,8,19
793,169886523,169886523,169887261,1,738,37
795,169886523,169886525,169886532,1,7,18
796,169886523,169886525,169887206,1,681,37
798,169886523,169886526,169886534,1,8,35
799,169886523,169886528,169886535,1,7,34
800,169886523,169886528,169886535,1,7,16
801,169886523,169886535,169886543,1,8,16
802,169886523,169886535,169886543,1,8,16
803,169886523,169886535,169886543,1,8,17
804,169886523,169886535,169886543,1,8,18
805,169886523,169886536,169886544,1,8,16
806,169886523,169886538,169886546,1,8,18
807,169886523,169886538,169886546,1,8,16
808,169886523,169886539,169886547,1,8,22
809,169886523,169886544,169886552,1,8,16
810,169886523,169886544,169886552,1,8,16
811,169886523,169886545,169886553,1,8,17
812,169886523,169886545,169886553,1,8,18
813,169886523,169886545,169886553,1,8,16
814,169886523,169886547,169886555,1,8,18
815,169886523,169886548,169886556,1,8,16
816,169886523,169886549,169886557,1,8,22
820,169886523,169886554,169886562,1,8,16
821,169886523,169886554,169886562,1,8,16
822,169886523,169886554,169886562,1,8,16
824,169886523,169886555,169886563,1,8,20
825,169886523,169886557,169886565,1,8,18
826,169886523,169886558,169886566,1,8,16
827,169886523,169886558,169886566,1,8,18
828,169886523,169886563,169886571,1,8,20
829,169886523,169886563,169886571,1,8,19
794,169886524,169887288,169887296,1,8,44
978,169886524,169887268,169888018,1,750,84
979,169886524,169887268,169887275,1,7,80
980,169886524,169887268,169888054,1,786,102
981,169886524,169887268,169887276,1,8,89
982,169886524,169887268,169887276,1,8,77
983,169886524,169887268,169887276,1,8,102
984,169886524,169887268,169887275,1,7,92
985,169886524,169887268,169887275,1,7,100
986,169886524,169887268,169887275,1,7,142
988,169886524,169887280,169887287,1,7,61
989,169886524,169887280,169887287,1,7,72
990,169886524,169887280,169887287,1,7,59
991,169886524,169887280,169887287,1,7,83
992,169886524,169887280,169887287,1,7,75
993,169886524,169887280,169887287,1,7,81
994,169886524,169887280,169887287,1,7,122
995,169886524,169887288,169887296,1,8,44
996,169886524,169887288,169887296,1,8,44
997,169886524,169887288,169887296,1,8,44
998,169886524,169887288,169887296,1,8,45
999,169886524,169887288,169887296,1,8,44
1000,169886524,169887288,169887296,1,8,45
1001,169886524,169887288,169887296,1,8,45
1002,169886524,169887288,169887296,1,8,45
1003,169886524,169887288,169887296,1,8,44
1004,169886524,169887288,169887296,1,8,44
1005,169886524,169887288,169887296,1,8,45
1006,169886524,169887288,169887296,1,8,44
1007,169886524,169887288,169887296,1,8,44
1008,169886524,169887288,169887296,1,8,45
1009,169886524,169887288,169887296,1,8,44
1010,169886524,169887288,169887296,1,8,45
1011,169886524,169887288,169887296,1,8,45
1012,169886524,169887288,169887296,1,8,45
1013,169886524,169887288,169887296,1,8,45
797,169886525,169888056,169888064,1,8,26
1055,169886525,169888056,169888889,1,833,155
1056,169886525,169888056,169888064,1,8,16
1057,169886525,169888056,169889022,1,966,51
1058,169886525,169888056,169888064,1,8,45
1059,169886525,169888056,169888064,1,8,132
1060,169886525,169888056,169888064,1,8,105
1061,169886525,169888056,169888064,1,8,125
1062,169886525,169888056,169888064,1,8,16
1063,169886525,169888056,169888064,1,8,17
1064,169886525,169888056,169888064,1,8,16
1065,169886525,169888056,169888065,1,9,83
1066,169886525,169888056,169888064,1,8,92
1067,169886525,169888056,169888064,1,8,21
1068,169886525,169888056,169888064,1,8,38
1069,169886525,169888056,169888064,1,8,17
1070,169886525,169888056,169888064,1,8,17
1071,169886525,169888056,169888064,1,8,18
1072,169886525,169888056,169888064,1,8,23
1073,169886525,169888056,169888064,1,8,18
1074,169886525,169888056,169888064,1,8,53
1075,169886525,169888056,169888064,1,8,38
1076,169886525,169888056,169888064,1,8,53
1077,169886525,169888056,169888064,1,8,53
1078,169886525,169888056,169888064,1,8,53
1079,169886525,169888056,169888064,1,8,36
1080,169886525,169888056,169888064,1,8,16
1081,169886525,169888056,169888064,1,8,16
1082,169886525,169888056,169888064,1,8,17
1083,169886525,169888056,169888064,1,8,16
1084,169886525,169888056,169888064,1,8,16
1085,169886525,169888056,169888064,1,8,16
1086,169886525,169888056,169888064,1,8,16
1087,169886525,169888056,169888064,1,8,16
1088,169886525,169888056,169888064,1,8,16
1089,169886525,169888056,169888064,1,8,26
817,169886552,169886565,169893270,1,6705,180
818,169886552,169886568,169892162,1,5594,180
819,169886552,169886568,169894736,1,8168,181
823,169886554,169886555,169886575,1,20,23
830,169886569,169886569,169886585,2,16,67
831,169886569,169886569,169886588,1,19,34
832,169886570,169886670,169886775,40,105,98
833,169886590,169886590,169886599,4,9,17
834,169886603,169886604,169888677,1,2073,28
835,169886604,169886604,169886612,2,8,67
836,169886620,169886620,169886684,1,64,33
837,169886662,169886662,169886674,4,12,69
838,169886666,169886666,169886719,2,53,34
839,169886668,169886777,169886938,24,161,98
840,169886684,169886684,169886717,1,33,35
841,169886688,169886688,169886870,2,182,69
842,169886690,169886691,169888781,1,2090,23
843,169886698,169886698,169886887,1,189,74
844,169886699,169886699,169888233,8,1534,492
845,169886712,169886721,169886779,2,58,34
846,169886722,169886722,169886732,1,10,61
847,169886750,169886750,169886777,1,27,33
848,169886775,169886776,169886840,1,64,35
849,169886784,169887030,169887215,50,185,92
850,169886791,169886791,169886855,1,64,33
851,169886832,169886832,169886894,1,62,33
852,169886832,169886832,169886867,2,35,34
853,169886845,169886845,169886855,1,10,34
854,169886850,169886851,169886863,2,12,23
855,169886851,169886851,169886861,2,10,38
856,169886852,169886852,169886860,2,8,18
857,169886853,169886853,169886865,2,12,63
858,169886853,169886853,169886865,2,12,33
859,169886854,169886854,169886864,2,10,22
860,169886855,169886855,169886865,2,10,66
861,169886856,169886857,169886871,2,14,63
862,169886856,169886857,169887074,1,217,93
863,169886857,169886857,169886873,2,16,62
864,169886857,169886857,169886872,2,15,62
865,169886858,169886858,169886873,2,15,62
866,169886859,169886859,169886882,2,23,44
867,169886860,169886862,169886880,2,18,24
868,169886860,169886863,169886881,2,18,44
869,169886861,169886865,169886885,2,20,23
870,169886875,169886875,169886877,2,2,70
871,169886886,169886886,169886948,1,62,18
872,169886887,169886887,169886904,2,17,24
873,169886888,169886888,169886904,2,16,23
874,169886889,169886889,169886906,2,17,44
875,169886889,169886889,169886906,2,17,33
876,169886890,169886891,169886903,2,12,17
877,169886891,169886891,169886904,2,13,65
878,169886892,169886892,169886908,2,16,63
879,169886893,169886893,169886910,2,17,62
880,169886893,169886893,169886911,2,18,61
881,169886894,169886894,169886912,2,18,38
882,169886895,169886895,169886911,2,16,56
883,169886896,169886906,169886914,2,8,71
884,169886896,169886906,169886918,2,12,22
885,169886897,169886906,169886916,2,10,23
886,169886898,169886906,169886916,2,10,23
887,169886898,169886898,169886977,1,79,90
888,169886898,169886899,169887041,1,142,55
889,169886918,169886918,169886931,2,13,33
890,169886919,169886919,169886933,2,14,23
891,169886919,169886919,169886933,2,14,23
892,169886920,169886921,169886944,2,23,67
893,169886921,169886921,169886933,2,12,44
894,169886922,169886922,169886934,2,12,22
895,169886922,169886923,169886933,2,10,71
896,169886923,169886923,169886932,2,9,63
897,169886924,169886925,169886937,2,12,62
898,169886925,169886925,169886937,2,12,62
899,169886926,169886926,169886936,2,10,44
900,169886926,169886926,169886938,2,12,56
901,169886927,169886934,169886944,2,10,33
902,169886928,169886934,169886944,2,10,63
903,169886928,169886935,169886946,2,11,71
904,169886929,169886935,169886945,2,10,24
905,169886930,169886935,169886944,2,9,44
906,169886931,169886935,169886945,2,10,23
907,169886931,169886939,169886949,2,10,17
908,169886932,169886939,169886949,2,10,62
909,169886938,169886943,169889105,24,2162,106
910,169886952,169886952,169886962,2,10,17
911,169886953,169886953,169886963,2,10,18
912,169886954,169886954,169886966,2,12,44
913,169886954,169886955,169886966,2,11,33
914,169886955,169886955,169886963,2,8,17
915,169886956,169886956,169886964,2,8,65
916,169886956,169886957,169886968,2,11,63
917,169886957,169886957,169886969,2,12,62
918,169886958,169886958,169886969,2,11,62
919,169886959,169886959,169886971,2,12,44
920,169886960,169886960,169886971,2,11,62
921,169886960,169886964,169886972,2,8,23
922,169886961,169886966,169886978,2,12,24
923,169886962,169886966,169886976,2,10,54
924,169886962,169887030,169887285,85,255,109
925,169886963,169886966,169886976,2,10,17
926,169886977,169886977,169887073,1,96,95
927,169886979,169886979,169887001,2,22,23
