jobid,submit,start,end,nnodes,duration,max_memory,randomness
3691,170574740,170574921,170574928,1,7,21,0.757590585220199
3692,170574740,170574928,170574937,1,9,59,0.02034892301209501
3693,170574740,170574928,170574937,1,9,20,0.6180245991479488
3694,170574740,170574929,170574940,1,10,71,0.016834982761363082
3695,170574740,170574930,170574940,1,9,45,0.7135836357499552
3696,170574740,170574939,170574947,1,7,18,0.5839772377075383
3697,170574740,170574939,170574947,1,7,53,0.3575798702268419
3698,170574740,170574941,170574948,1,7,83,0.23519950296293413
3699,170574740,170574942,170574950,1,7,35,0.4557749246213002
3700,170574740,170574948,170574956,1,7,31,0.7646349235187474
3701,170574740,170574948,170574956,1,7,17,0.0993531377806115
3702,170574740,170574950,170574957,1,7,18,0.7152158567255757
3703,170574740,170574951,170574959,1,7,22,0.5722203957259553
3704,170574740,170574957,170574964,1,7,18,0.6829465967816657
3705,170574740,170574958,170574966,1,7,17,0.16644087350812742
3706,170574740,170574959,170574968,1,9,31,0.28236404985826424
3707,170574740,170574966,170574974,1,8,55,0.9616668256890983
3708,170574740,170574967,170574975,1,8,18,0.46038861501314643
3709,170574740,170574970,170574978,1,8,31,0.14060595528002118
3710,170574740,170574970,170574978,1,8,18,0.04574002427413293
3711,170574740,170574977,170574985,1,7,55,0.5583476385867945
3712,170574740,170574977,170574985,1,7,19,0.9672856003396088
3713,170574740,170574979,170574987,1,8,17,0.11434906255057686
3714,170574740,170574979,170574987,1,7,18,0.14704451946674113
3715,170574740,170574986,170574994,1,8,18,0.5963683496984267
3716,170574740,170574986,170574995,1,8,22,0.9193362815778259
3717,170574740,170574988,170574996,1,8,19,0.3691267938316545
3718,170574740,170574989,170574997,1,8,53,0.2321071180564872
3719,170574741,170574995,170575004,1,8,41,0.40003130721953795
3720,170574741,170574998,170575006,1,7,19,0.16999226575510773
3721,170574741,170574999,170575007,1,8,53,0.8130525541693869
3722,170574741,170575005,170575013,1,7,17,0.30946031502438176
3723,170574741,170575004,170575013,1,8,20,0.6766995354290792
3724,170574741,170575006,170575014,1,7,41,0.6720007481791798
3725,170574741,170575016,170575024,1,8,18,0.9994586131288457
3726,170574741,170575016,170575024,1,8,21,0.48648249192856863
3727,170574741,170575016,170575024,1,8,19,0.7252086676171038
3728,170574741,170575016,170575024,1,8,18,0.2449041257709188
3729,170574741,170575025,170575034,1,8,18,0.008808198591263472
3730,170574741,170575025,170575034,1,8,72,0.04828890405715047
3731,170574741,170575035,170575043,1,8,20,0.22797853552698333
3732,170574741,170575035,170575043,1,7,18,0.048780853654261436
3733,170574741,170575035,170575043,1,8,80,0.2362126149008995
3734,170574741,170575035,170575043,1,8,72,0.8285852690743778
3735,170574741,170575045,170575053,1,8,18,0.33461876721075134
3736,170574741,170575045,170575053,1,8,18,0.12460189761597451
3737,170574744,170574756,170575258,1,501,22,0.6325007762381667
3738,170574747,170574805,170575309,1,504,22,0.09003047665999409
3739,170574749,170574896,170574902,1,6,18,0.9150884285162455
3740,170574760,170574831,170575334,1,503,42,0.025847422501157236
3741,170574760,170574768,170575493,1,724,26,0.5758255302519099
3742,170574760,170574893,170575396,1,503,22,0.5127896901266865
3743,170574792,170574793,170575054,1,260,28,0.9833984935492861
3744,170574808,170574818,170575544,1,725,35,0.2346376577073893
3745,170574894,170574992,170575004,1,11,20,0.3409199013329055
3746,170574906,170574906,170574957,1,50,18,0.06563140472249751
3747,170574943,170574955,170574980,2,25,29,0.9485300205593945
3748,170574944,170574967,170574991,2,23,23,0.22420609774745914
3749,170574945,170574967,170574991,2,24,96,0.06883491703823574
3750,170574945,170574979,170575001,2,21,53,0.8148154972710266
3751,170574946,170574979,170575005,2,25,88,0.4240531433010035
3752,170574958,170574958,170575038,1,79,31,0.8295646148557404
3753,170575000,170575045,170575052,1,7,23,0.8925515149348152
3754,170575000,170575045,170575052,1,7,17,0.7239116170110221
3755,170575000,170575054,170575062,1,7,18,0.12137561415576836
3756,170575001,170575054,170575061,1,7,20,0.8384971304541501
3757,170575001,170575064,170575073,1,9,17,0.7247429196799088
3758,170575001,170575064,170575071,1,7,18,0.7792079902638249
3759,170575001,170575064,170575071,1,7,21,0.6432428749009537
3760,170575001,170575064,170575071,1,7,18,0.8512630672985485
3761,170575001,170575073,170575081,1,7,19,0.751750234398204
3762,170575001,170575073,170575081,1,7,18,0.7273177221727403
3763,170575001,170575073,170575081,1,7,18,0.5960297320901173
3764,170575001,170575075,170575082,1,7,50,0.04726897921066986
3765,170575001,170575082,170575089,1,7,17,0.8271129546235794
3766,170575001,170575082,170575089,1,7,20,0.8469379610731163
3767,170575001,170575082,170575089,1,7,17,0.6732834614041903
3768,170575001,170575083,170575091,1,7,19,0.8276975201620939
3769,170575001,170575093,170575100,1,7,17,0.6594188332742968
3770,170575001,170575100,170575107,1,7,18,0.9369483985031546
3771,170575001,170575100,170575107,1,7,20,0.16006700518385675
3772,170575001,170575100,170575107,1,7,17,0.2487892411136171
3773,170575001,170575101,170575109,1,8,18,0.9389098707060032
3774,170575001,170575109,170575117,1,7,18,0.17470788012703153
3775,170575001,170575109,170575117,1,7,17,0.3717662966275571
3776,170575001,170575109,170575117,1,7,18,0.22338021337556258
3777,170575001,170575111,170575119,1,7,18,0.24572575041097888
3778,170575001,170575118,170575125,1,7,20,0.5893088564738478
3779,170575001,170575118,170575125,1,7,18,0.502050405683702
3780,170575001,170575118,170575126,1,8,17,0.6855509826045972
3781,170575001,170575119,170575127,1,7,19,0.28252719963440787
3782,170575001,170575127,170575134,1,7,18,0.5158057775726145
3783,170575001,170575127,170575135,1,7,18,0.7147755713203406
3784,170575001,170575128,170575136,1,7,20,0.5058455134443111
3785,170575002,170575128,170575136,1,7,35,0.6818986182424174
3786,170575002,170575135,170575144,1,8,18,0.9724694896313226
3787,170575002,170575135,170575144,1,8,17,0.19823350929269834
3788,170575002,170575136,170575145,1,8,17,0.5310129798574978
3789,170575002,170575136,170575144,1,8,18,0.6213521785942157
3790,170575002,170575145,170575153,1,8,67,0.5370904237099945
3791,170575002,170575145,170575153,1,8,83,0.36321786547976653
3792,170575002,170575145,170575153,1,8,73,0.0388008596726962
3793,170575002,170575145,170575153,1,8,53,0.26737459233912
3794,170575002,170575155,170575163,1,8,18,0.930719779467054
3795,170575002,170575155,170575163,1,8,18,0.3541253112969863
3796,170575002,170575155,170575163,1,8,53,0.37964846909054717
3797,170575002,170575155,170575163,1,8,17,0.7761463256195124
3798,170575002,170575165,170575173,1,8,60,0.03391818318072859
3799,170575002,170575165,170575173,1,8,60,0.03294856517124112
3800,170575002,170575165,170575173,1,8,18,0.2136659287067174
3801,170575002,170575165,170575173,1,8,18,0.3000359364288493
3802,170575002,170575174,170575182,1,7,17,0.27369607483324854
3803,170575002,170575175,170575182,1,7,18,0.7043382371891191
3804,170575002,170575175,170575182,1,7,53,0.5219978579144277
3805,170575002,170575179,170575188,1,8,52,0.6438791277165189
3806,170575002,170575184,170575192,1,8,17,0.5384292266144846
3807,170575002,170575184,170575192,1,8,18,0.9670928718222406
3808,170575002,170575184,170575192,1,8,27,0.06714525193553811
3809,170575002,170575189,170575197,1,7,18,0.8310814936058192
3810,170575002,170575193,170575201,1,8,83,0.2641142612182864
3811,170575002,170575193,170575201,1,8,80,0.13270094960650303
3812,170575002,170575194,170575202,1,8,66,0.8572914197023304
3813,170575020,170575066,170575091,2,24,67,0.514159726682532
3814,170575021,170575103,170575126,2,23,44,0.5021370085347223
3815,170575021,170575128,170575153,2,25,44,0.9242677692771221
3816,170575022,170575140,170575168,2,27,23,0.3162999037987322
3817,170575023,170575165,170575188,2,23,44,0.5616009242993906
3818,170575087,170575199,170575207,1,8,39,0.561834655766406
3819,170575087,170575203,170575211,1,7,83,0.2561943742135655
3820,170575087,170575203,170575211,1,7,80,0.7938528780136205
3821,170575087,170575203,170575211,1,7,66,0.8565411537010521
3822,170575087,170575209,170575216,1,7,39,0.5794447160680773
3823,170575087,170575212,170575220,1,7,19,0.5902111683932616
3824,170575087,170575212,170575220,1,7,19,0.4048725505075941
3825,170575087,170575213,170575220,1,7,18,0.07420045222035221
3826,170575087,170575218,170575226,1,7,17,0.7432382634862889
3827,170575087,170575222,170575229,1,7,19,0.5480611024705877
3828,170575087,170575222,170575229,1,7,19,0.9995628643986904
3829,170575087,170575222,170575230,1,7,18,0.5551796450433434
3830,170575088,170575227,170575235,1,7,17,0.147224883088391
3831,170575088,170575231,170575239,1,7,17,0.9066377424202663
3832,170575088,170575231,170575239,1,7,18,0.8888708832829544
3833,170575088,170575231,170575239,1,7,18,0.7126431828248132
3834,170575088,170575236,170575244,1,7,18,0.5418614746438575
3835,170575088,170575240,170575248,1,7,17,0.17739059683340264
3836,170575088,170575240,170575248,1,7,18,0.27727486709350757
3837,170575088,170575240,170575248,1,7,18,0.9333271121232058
3838,170575088,170575246,170575254,1,8,19,0.6275390772826566
3839,170575088,170575250,170575259,1,9,25,0.22774512912646794
3840,170575088,170575250,170575258,1,8,19,0.42322642643048325
3841,170575088,170575250,170575258,1,8,19,0.7433949889903443
3842,170575088,170575255,170575265,1,9,38,0.4496785578573581
3843,170575088,170575260,170575269,1,8,17,0.5661619798429717
3844,170575088,170575260,170575268,1,8,50,0.21213405228688276
3845,170575088,170575260,170575269,1,8,44,0.9188239873375008
3846,170575088,170575265,170575274,1,8,44,0.0696456136577015
3847,170575088,170575270,170575278,1,8,38,0.3362527162447151
3848,170575088,170575270,170575278,1,7,53,0.5073211871088333
3849,170575088,170575270,170575278,1,7,52,0.5317921269309335
3850,170575088,170575276,170575283,1,7,44,0.6227259387437487
3851,170575088,170575280,170575287,1,7,35,0.5629979960498831
3852,170575088,170575280,170575287,1,7,29,0.04423926842114023
3853,170575088,170575280,170575288,1,7,38,0.8688579417092399
3854,170575088,170575285,170575293,1,7,21,0.6891573363831494
3855,170575088,170575289,170575297,1,8,35,0.2446387089391776
3856,170575088,170575289,170575297,1,8,29,0.8867169779346945
3857,170575088,170575289,170575298,1,8,38,0.9606955410182806
3858,170575088,170575294,170575303,1,8,21,0.8385735460854831
3859,170575088,170575299,170575307,1,8,18,0.42247517389597833
3860,170575088,170575299,170575307,1,8,18,0.40556361203105884
3861,170575088,170575299,170575307,1,8,38,0.5270382832804277
3862,170575089,170575304,170575312,1,7,20,0.4017122776990205
3863,170575089,170575308,170575316,1,7,18,0.23040369023720342
3864,170575089,170575308,170575316,1,7,18,0.12803280892737712
3865,170575089,170575309,170575317,1,8,24,0.6542814775078988
3866,170575089,170575318,170575325,1,7,19,0.022576521871334077
3867,170575089,170575318,170575325,1,7,19,0.4374532771267964
3868,170575089,170575319,170575326,1,7,77,0.9169879781744413
3869,170575089,170575323,170575331,1,7,54,0.9852081189785706
3870,170575089,170575327,170575335,1,8,43,0.5453058976239449
3871,170575089,170575327,170575334,1,7,35,0.5241883835512429
3872,170575089,170575327,170575335,1,7,59,0.46696838250709727
3873,170575089,170575333,170575340,1,7,21,0.14108180956070737
3874,170575089,170575336,170575344,1,8,35,0.8719368127823818
3875,170575089,170575336,170575344,1,8,59,0.19197227512751336
3876,170575089,170575337,170575346,1,8,43,0.5780830829278998
3877,170575089,170575342,170575350,1,8,21,0.5607668398105028
3878,170575089,170575346,170575354,1,8,17,0.49493705983878344
3879,170575089,170575346,170575354,1,8,18,0.77651465324289
3880,170575089,170575347,170575355,1,8,18,0.22634437079444647
3881,170575089,170575351,170575360,1,8,25,0.4300877674415339
3882,170575105,170575140,170575865,1,725,25,0.020181142514127948
3883,170575160,170575160,170575263,1,103,28,0.2578751533595782
3884,170575160,170575160,170575263,1,103,28,0.36950563369711675
3885,170575165,170576642,170576999,1,357,88,0.5002151487370375
3886,170575171,170575171,170575263,1,91,28,0.7171634705822946
3887,170575171,170575171,170575263,1,91,31,0.390272920993435
3888,170575175,170575175,170575178,1,3,52,0.9808057576287649
3889,170575206,170575290,170575792,1,502,20,0.4594908712991769
3890,170575206,170575227,170575256,2,29,47,0.32652288936205465
3891,170575207,170575265,170575313,2,48,24,0.30490368891132524
3892,170575208,170575265,170575301,2,36,24,0.9451608116273931
3893,170575209,170575252,170575293,2,41,29,0.921668818543726
3894,170575209,170575277,170575310,2,33,23,0.5460225446639071
3895,170575211,170577269,170579367,1,2097,22,0.7804922006243531
3896,170575211,170577279,170579365,1,2086,35,0.6573280557318748
3897,170575211,170577279,170579367,1,2088,49,0.23571394138542934
3898,170575212,170577279,170579326,1,2047,26,0.8804052048153337
3899,170575212,170577279,170579329,1,2050,25,0.2684217767169451
3900,170575212,170577279,170579330,1,2051,23,0.4435677139848938
3901,170575218,170575250,170575973,1,723,26,0.08971046724264864
3902,170575238,170576667,170577024,1,357,82,0.8027965081197399
3903,170575239,170577257,170585901,1,8644,181,0.8390461179075592
4239,170575239,170577233,170585694,1,8460,181,0.9252836291796032
4240,170575239,170577233,170585878,1,8644,180,0.5000139789822794
4243,170575239,170577245,170585076,1,7831,201,0.06615410241039088
4244,170575239,170577245,170585889,1,8644,204,0.07616552570787027
4246,170575239,170577257,170585326,1,8068,182,0.14805042435160187
3904,170575258,170575555,170576059,1,504,30,0.6981721471195315
3905,170575260,170575264,170575413,1,148,46,0.4673143645309581
3906,170575260,170575265,170575413,1,147,28,0.15100928587454
3907,170575260,170575265,170575413,1,147,28,0.10581632939788799
3908,170575260,170575265,170575413,1,147,29,0.5768130491977744
3909,170575264,170577279,170579332,1,2053,23,0.059906054522655405
3910,170575264,170577303,170579352,1,2048,23,0.25538484670403105
3911,170575267,170575277,170576001,1,723,27,0.21916183146852986
3912,170575272,170575273,170575295,1,22,52,0.3182509982840962
3913,170575273,170575277,170575690,1,412,118,0.9771524220193126
3914,170575278,170575356,170575364,1,7,17,0.8448418789051976
3915,170575278,170575356,170575364,1,7,18,0.11852249226671663
3916,170575278,170575356,170575364,1,8,20,0.4332970432356522
3917,170575278,170575362,170575369,1,7,18,0.4104667655968095
3918,170575278,170575365,170575373,1,7,18,0.42624221034941345
3919,170575278,170575365,170575373,1,7,17,0.3814012244452134
3920,170575278,170575366,170575373,1,7,22,0.146925630102139
3921,170575278,170575371,170575378,1,7,18,0.08784967015485534
3922,170575278,170575375,170575382,1,7,38,0.12129552241879071
3923,170575278,170575375,170575383,1,7,62,0.5248752710716565
3924,170575278,170575375,170575383,1,7,53,0.3799612161221575
3925,170575279,170575384,170575391,1,7,38,0.15164849718233564
3926,170575279,170575384,170575392,1,7,62,0.8526385966263101
3927,170575279,170575384,170575392,1,7,53,0.353089285563966
3928,170575279,170575389,170575397,1,7,19,0.7423400850717594
3929,170575279,170575393,170575401,1,7,17,0.183714424139222
3930,170575279,170575394,170575401,1,7,21,0.3328395879366648
3931,170575279,170575394,170575401,1,7,18,0.25912898348561775
3932,170575279,170575399,170575406,1,7,19,0.3436122169516297
3933,170575279,170575402,170575410,1,7,52,0.989011697153318
3934,170575279,170575403,170575410,1,7,21,0.23221279004252204
3935,170575279,170575403,170575411,1,7,18,0.12184146232797721
3936,170575279,170575408,170575415,1,7,18,0.4887443852382122
3937,170575279,170575414,170575421,1,7,18,0.695481685506896
3938,170575279,170575414,170575421,1,7,20,0.844499965952994
3939,170575279,170575414,170575421,1,7,18,0.9436751140340569
3940,170575279,170575417,170575425,1,7,18,0.37356711261688946
3941,170575279,170575423,170575431,1,7,56,0.963214898395323
3942,170575279,170575423,170575431,1,7,57,0.356928315327364
3943,170575279,170575428,170575435,1,7,53,0.965940862729481
3944,170575279,170575431,170575440,1,9,25,0.985349190156001
3945,170575279,170575433,170575441,1,7,57,0.12290441586281164
3946,170575279,170575433,170575441,1,7,56,0.9806292030122759
3947,170575279,170575437,170575445,1,8,19,0.0012427356376217835
3948,170575279,170575442,170575450,1,8,19,0.8481567916522181
3949,170575279,170575442,170575450,1,8,21,0.12581062495757767
3950,170575279,170575442,170575451,1,8,18,0.5090284312054206
3951,170575279,170575452,170575460,1,8,43,0.16398797800710863
3952,170575279,170575452,170575460,1,8,21,0.7895667956073366
3953,170575279,170575452,170575460,1,8,18,0.6795463220724524
3954,170575279,170575456,170575464,1,8,18,0.13545578708201822
3955,170575279,170575462,170575470,1,8,18,0.6312732319827572
3956,170575279,170575462,170575470,1,8,22,0.3693824413937784
3957,170575280,170575462,170575470,1,8,53,0.12783446678168864
3958,170575280,170575466,170575473,1,7,18,0.4849223400465821
3959,170575280,170575472,170575480,1,8,27,0.4077805277118842
3960,170575280,170575472,170575480,1,8,18,0.2624382780574638
3961,170575280,170575472,170575480,1,8,18,0.4740522658751344
3962,170575280,170575475,170575484,1,8,59,0.3332761071130871
3963,170575280,170575481,170575489,1,8,27,0.35209715627089433
3964,170575280,170575481,170575489,1,8,18,0.29576434184399836
3965,170575280,170575482,170575490,1,8,18,0.16364842961239912
3966,170575280,170575485,170575493,1,8,19,0.009527703692698952
3967,170575280,170575491,170575499,1,7,18,0.8370303618052685
3968,170575280,170575491,170575499,1,7,20,0.7192192310332163
3969,170575280,170575492,170575500,1,7,18,0.40123569542266846
3970,170575280,170575495,170575503,1,7,59,0.7346359342099198
3971,170575280,170575501,170575511,1,9,18,0.30484195231717626
3972,170575280,170575501,170575509,1,7,18,0.8638179135588082
3973,170575280,170575501,170575509,1,7,20,0.6369059557733922
3974,170575280,170575504,170575512,1,7,59,0.021521966907754875
3975,170575280,170575511,170575518,1,7,53,0.8258155575708921
3976,170575280,170575511,170575518,1,7,55,0.6251978669307888
3977,170575294,170575297,170575307,1,10,23,0.3568820948985477
3978,170575307,170575309,170575325,1,15,53,0.3093789927546329
3979,170575309,170575567,170576073,1,505,21,0.4442686233477925
3980,170575320,170575428,170575462,2,33,124,0.520074444647272
3981,170575320,170575441,170575475,2,33,23,0.0873860510393425
3982,170575321,170575467,170575498,2,31,44,0.7337943075435103
3983,170575322,170575505,170575523,2,18,44,0.9662837355758853
3984,170575322,170575567,170575599,2,31,24,0.7414756067110388
3985,170575325,170575328,170575337,1,8,22,0.8432638474235226
3986,170575333,170575414,170575495,1,81,28,0.4155624167063795
3987,170575333,170575414,170575496,1,81,34,0.13489767901519734
3988,170575333,170575414,170575496,1,81,28,0.928820583157702
3989,170575333,170575433,170575520,1,86,28,0.2156271681155677
3990,170575334,170575920,170576425,1,504,21,0.756426673613419
3991,170575337,170575338,170575350,1,11,22,0.8839975042828604
3992,170575362,170575362,170575373,1,11,18,0.8400742025482782
3993,170575372,170575375,170575666,1,291,19,0.7366140493260191
3994,170575373,170575414,170575429,1,15,25,0.7960219730000089
3995,170575396,170576162,170576667,1,505,41,0.1991069524134912
3996,170575406,170575428,170575651,1,222,28,0.48061103571238484
3997,170575419,170578311,170586955,8,8644,382,0.9181167034543453
3998,170575419,170575441,170575449,1,7,16,0.47965824750787933
3999,170575420,170575423,170575432,1,8,18,0.20865223509759678
4000,170575431,170575497,170576219,1,722,24,0.1778247435594108
4001,170575433,170575568,170575574,1,6,18,0.7653239224657375
4002,170575436,170575497,170576219,1,722,18,0.7606973590037133
4003,170575475,170577465,170578335,1,870,96,0.27444181818459423
4004,170575475,170577564,170578425,1,861,58,0.7827624979164337
4005,170575475,170577588,170578704,1,1116,58,0.38483889298867724
4006,170575475,170577588,170578899,1,1310,69,0.2485825773551632
4007,170575475,170577588,170578675,1,1086,72,0.09880403041070862
4008,170575475,170577588,170578609,1,1020,92,0.5792115434757192
4009,170575475,170577625,170578598,1,972,101,0.9334464646497842
4010,170575475,170577663,170577857,1,193,72,0.5505815028957012
4011,170575475,170577651,170578483,1,831,58,0.604503156976805
4012,170575475,170577651,170578552,1,901,74,0.4872689057378994
4013,170575475,170577688,170578852,1,1164,71,0.7474134185838147
4014,170575475,170577724,170578364,1,639,70,0.9965962157148889
4015,170575475,170577737,170578490,1,752,58,0.10642584658795329
4016,170575475,170577737,170579025,1,1287,58,0.49055438274574514
4017,170575475,170577750,170578500,1,750,77,0.8539905852074908
4018,170575475,170577774,170578284,1,509,89,0.3052156983771892
4019,170575475,170577799,170578563,1,763,57,0.3030810183735093
4020,170575475,170577799,170578760,1,961,64,0.037917426942884136
4021,170575475,170577811,170578676,1,865,57,0.8696772289151664
4022,170575475,170577860,170578582,1,721,62,0.835006921905174
4023,170575475,170577873,170578840,1,967,101,0.40692999555941933
4024,170575475,170577897,170578736,1,839,58,0.3698854571126595
4025,170575475,170577897,170578730,1,832,58,0.17715948194697395
4026,170575475,170577897,170578723,1,826,66,0.4817232204884293
4027,170575475,170577958,170578935,1,977,58,0.22062337782284536
4028,170575475,170577982,170578895,1,912,58,0.8908555191493791
4029,170575475,170578007,170578975,1,968,71,0.984080350738497
4030,170575475,170578053,170579080,1,1026,86,0.28600490603235285
4031,170575475,170578061,170579089,1,1027,80,0.9248340646286853
4032,170575475,170578067,170578972,1,904,80,0.560266073918075
4033,170575475,170578171,170579564,1,1393,83,0.9907540986756088
4034,170575475,170578171,170579576,1,1405,92,0.059199160627993686
4035,170575476,170578171,170579548,1,1376,70,0.7043221282514477
4036,170575476,170578171,170579578,1,1407,84,0.796594153408216
4037,170575476,170578171,170579547,1,1376,92,0.6777002573406915
4038,170575476,170578171,170579538,1,1366,70,0.11616610867163057
4039,170575476,170578283,170579696,1,1412,59,0.9113207100081043
4040,170575476,170578286,170579713,1,1427,88,0.19052166549198102
4041,170575476,170578311,170579592,1,1281,84,0.39503364961943066
4042,170575476,170578311,170579540,1,1229,85,0.3620591756494598
4043,170575476,170578311,170579321,1,1010,85,0.27910703660452196
4044,170575476,170578311,170579469,1,1157,85,0.15920749981229287
4045,170575476,170578311,170579576,1,1264,84,0.8014135632374104
4046,170575476,170578311,170579228,1,916,85,0.03556615990306966
4047,170575476,170578311,170579248,1,936,84,0.1846637115432378
4048,170575476,170578311,170579356,1,1045,83,0.960896484451094
4049,170575476,170578311,170579258,1,946,84,0.2738683663032573
4050,170575476,170578311,170579309,1,997,84,0.45440569948527043
4051,170575476,170578311,170579072,1,761,84,0.9644590057835215
4052,170575476,170578311,170579087,1,776,84,0.523313849493798
4053,170575476,170578311,170579054,1,743,84,0.5724616825980297
4054,170575476,170578311,170579504,1,1192,85,0.677359124893249
4055,170575476,170578311,170579391,1,1079,84,0.6045197889692602
4056,170575476,170578311,170579423,1,1111,84,0.4411655036116868
4057,170575476,170578311,170579250,1,939,106,0.17826475783982698
4058,170575476,170578311,170579328,1,1016,107,0.9224939398241117
4059,170575476,170578311,170579314,1,1002,85,0.7600165480921041
4060,170575476,170578311,170579277,1,966,85,0.009591664573583292
4061,170575476,170578311,170579308,1,997,85,0.32236588316114867
4062,170575476,170578311,170579229,1,918,84,0.7569136104717525
4063,170575476,170578311,170579230,1,918,84,0.1668963738936512
4064,170575476,170578311,170579226,1,915,84,0.785984102572145
4065,170575476,170578311,170579446,1,1134,85,0.7218425188367811
4066,170575476,170578311,170579154,1,843,85,0.01766218064695424
4067,170575476,170578311,170579349,1,1038,85,0.8570654069753282
4068,170575483,170575492,170575653,1,160,47,0.10007454691611872
4069,170575493,170576275,170576999,1,723,26,0.017642866462806883
4070,170575507,170575507,170575609,1,102,25,0.46529033099611483
4071,170575508,170577393,170579347,1,1953,58,0.33438792924525274
4072,170575508,170577399,170579357,1,1957,23,0.23466669134933194
4073,170575508,170577406,170579363,1,1956,44,0.30860830860258004
4074,170575508,170577418,170579366,1,1948,76,0.8997690524769635
4075,170575508,170577421,170579329,1,1908,44,0.1073681439023001
4076,170575508,170577436,170579348,1,1912,97,0.3461945640712105
4077,170575544,170576429,170577155,1,725,86,0.6759614360601953
4078,170575569,170575569,170575683,1,113,28,0.03925090746028925
4079,170575569,170575569,170575683,1,113,28,0.34203183678301396
4080,170575569,170575570,170575683,1,113,30,0.6209706826352599
4081,170575569,170575570,170575683,1,113,28,0.5553627685487638
4082,170575576,170575576,170576234,1,657,21,0.3544127835244977
4083,170575577,170575611,170575647,1,36,25,0.135223439781734
4084,170575612,170575655,170576115,1,460,45,0.21792803494594815
4085,170575616,170575983,170576014,2,30,79,0.7962376405112329
4086,170575617,170575996,170576017,2,21,86,0.5262023076358855
4087,170575617,170576008,170576038,2,30,58,0.33531161040400115
4088,170575618,170576021,170576040,2,19,38,0.010162504685236828
4089,170575619,170576021,170576049,2,28,23,0.15348382041369324
4090,170575683,170575685,170575941,1,256,28,0.273102185731007
4091,170575683,170575685,170575941,1,256,28,0.5294882323038917
4092,170575683,170575685,170575941,1,256,30,0.2698565622226493
4093,170575684,170575685,170575941,1,256,28,0.6702679757668405
4094,170575712,170577326,170578169,1,843,58,0.4103299993157754
4095,170575712,170577350,170578170,1,819,80,0.8205515134523328
4096,170575713,170577377,170578170,1,792,58,0.5252673586079739
4097,170575713,170577381,170578170,1,789,44,0.6951220750843324
4098,170575714,170577382,170577388,1,5,40,0.9635846478467442
4099,170575714,170577386,170577391,1,5,58,0.01072578610089503
4100,170575715,170577386,170578170,1,783,46,0.5679498588450677
4101,170575715,170577390,170578170,1,779,47,0.5304561915519113
4102,170575720,170575722,170576445,1,723,21,0.40486634122121323
4103,170575724,170577196,170577228,1,31,95,0.22342493909983896
4104,170575725,170577208,170585851,1,8642,50,0.6247305266038995
4105,170575726,170577208,170582771,1,5562,63,0.21297807463247775
4106,170575777,170577233,170577243,1,9,76,0.8502752917940086
4107,170575778,170577233,170577243,1,10,80,0.5961618468810751
4108,170575792,170576642,170577142,1,500,23,0.8067156430386565
4109,170575831,170575870,170575978,1,107,18,0.03017588358283596
4110,170575865,170576680,170577404,1,724,48,0.08993093221441939
4111,170575884,170578311,170582121,1,3809,85,0.7324995500744836
4366,170575884,170578311,170582114,1,3802,86,0.39745194706703146
4367,170575884,170578311,170582114,1,3802,84,0.13899257402660825
4368,170575884,170578311,170582112,1,3800,84,0.9696785056722381
4369,170575884,170578311,170582111,1,3799,84,0.5935860950948026
4370,170575884,170578311,170582126,1,3814,83,0.3976882146169315
4371,170575884,170578311,170582091,1,3779,84,0.5463628880885743
4372,170575884,170578311,170578318,1,7,97,0.9714793079581088
4373,170575884,170578311,170582101,1,3790,85,0.6030100105577978
4374,170575884,170578311,170578318,1,7,84,0.1253351173976862
4375,170575884,170578311,170582121,1,3810,84,0.9936702800735142
4376,170575884,170578311,170582126,1,3814,91,0.12989873193859414
4377,170575884,170578311,170582108,1,3796,85,0.36622707052854353
4378,170575884,170578311,170582131,1,3820,85,0.27958485626110996
4379,170575884,170578311,170582104,1,3792,85,0.7946400122021116
4380,170575884,170578311,170582114,1,3803,85,0.030874177401508995
4381,170575884,170578311,170582117,1,3805,85,0.7930956148135619
4382,170575884,170578311,170582112,1,3801,85,0.7811419827935858
4383,170575884,170578311,170582108,1,3797,85,0.7233147755742433
4384,170575884,170578311,170582119,1,3808,85,0.9675423975574522
4385,170575884,170578311,170582123,1,3811,84,0.08330082112827564
4386,170575884,170578311,170582113,1,3802,85,0.2669724501852825
4387,170575884,170578311,170578318,1,7,84,0.8703221654709489
4388,170575884,170578311,170582120,1,3808,84,0.17751422585557053
4389,170575884,170578311,170582102,1,3791,84,0.11438005691999109
4390,170575884,170578311,170582139,1,3827,84,0.3485832297998338
4391,170575884,170578311,170582119,1,3807,85,0.27058829255532457
4392,170575884,170578311,170578318,1,7,84,0.05639466340254884
4393,170575884,170578311,170582132,1,3821,84,0.7674322374442312
4394,170575884,170578311,170578318,1,7,85,0.026669931416920534
4112,170575943,170577442,170586085,1,8642,17,0.5220465018492261
4113,170575947,170577447,170580535,1,3088,57,0.35975456853846355
4114,170575951,170575951,170576243,1,292,29,0.7176721731273971
4115,170575951,170575951,170576243,1,292,28,0.8309304250794961
4116,170575951,170575951,170576243,1,291,29,0.2677396892558984
4117,170575951,170575951,170576243,1,291,31,0.5235348575412759
4118,170575975,170575975,170576239,1,263,57,0.01497617754292413
4119,170575979,170575983,170576526,1,543,35,0.24369735141116766
4120,170576001,170576717,170577440,1,723,25,0.8892880509748908
