jobid,submit,start,end,nnodes,duration,memory
2373390,165955826,165955826,165960154,128,4328,96
2373393,165955826,165955826,165960148,128,4322,99
2373394,165962378,165962378,165966699,128,4321,75
2373395,165962869,165962869,165967192,128,4322,102
2373397,165968625,165968625,165972948,128,4322,47
2373398,165971547,165971547,165975869,128,4321,63
2373401,165980005,165980005,165984334,128,4329,59
2373402,165984354,165984354,165988676,128,4321,61
2373404,166002234,166002234,166006555,128,4320,48
2373406,166002234,166002234,166006558,128,4323,47
2373408,166007764,166007764,166012093,128,4328,396
2373412,166017535,166017535,166021859,128,4323,52
2373413,166017542,166017542,166021871,128,4329,100
2373415,166027169,166027169,166031493,128,4324,137
2373416,166027169,166027169,166031493,128,4323,138
2373418,166034521,166034521,166038843,128,4321,150
2373420,166036930,166036930,166041252,128,4321,140
2373423,166044876,166044876,166049198,128,4321,149
2373425,166044887,166044887,166049210,128,4323,140
2373427,166075420,166075420,166079742,128,4322,127
2373430,166075420,166075420,166079743,128,4322,130
2373431,166093282,166093282,166097604,128,4322,129
2373435,166093444,166093444,166097767,128,4322,129
2373436,166104817,166104817,166109140,128,4321,141
2373441,166104832,166104832,166109161,128,4328,131
2374180,166012091,166012091,166016412,16,4320,45
2374250,165971056,165971056,165975378,4,4321,143
2374251,166012229,166012229,166016550,4,4320,46
2374252,166012512,166012512,166016834,4,4321,40
2374254,166013498,166013498,166017820,4,4322,37
2374255,166013828,166013828,166018151,4,4323,40
2374268,166012055,166012055,166016378,2,4323,36
2374269,166012824,166012824,166017147,2,4322,42
2374271,166012927,166012927,166017249,2,4322,40
2374273,166012957,166012957,166017279,2,4322,39
2374274,166012987,166012987,166017309,2,4322,44
2374276,166013173,166013173,166017494,2,4321,44
2374277,166013498,166013498,166017820,2,4322,35
2374279,166014201,166014201,166018522,2,4320,37
2374280,166014213,166014213,166018534,2,4320,43
2374281,166033345,166033345,166037667,2,4321,108
2377076,166033345,166033345,166037666,2,4321,106
2377095,165970894,165970894,165975215,1,4320,36
2377096,165971050,165971050,165975372,1,4321,37
2377097,165971194,165971194,165975516,1,4321,35
2377098,166012367,166012367,166016689,1,4321,38
2377099,166013912,166013912,166018233,1,4320,39
2432237,165948746,165948746,165953067,32,4321,92
2432238,165948746,165948746,165953067,32,4321,97
2755125,165931462,165931462,165931851,2,389,37
2755126,165931568,165931568,165931967,2,399,35
2755129,165931818,165931818,165932243,2,425,34
2755130,165944085,165944085,165944510,2,424,31
2755131,165944085,165944085,165944513,2,427,31
2755132,165944089,165944089,165944533,2,443,31
2755134,165944089,165944089,165944477,2,388,31
2755135,165944089,165944089,165944471,2,381,31
2755136,165944089,165944089,165944476,2,386,31
2755137,165944092,165944092,165944467,2,375,31
2755138,165944092,165944092,165944475,2,382,31
2755139,165944092,165944092,165944475,2,382,31
2755140,165944092,165944092,165944468,2,375,31
2755141,165944092,165944092,165944481,2,388,31
2755142,165944092,165944092,165944478,2,385,31
2755144,165944249,165944249,165944634,2,385,31
2755145,165944417,165944417,165944778,2,360,31
2755146,165944424,165944424,165944801,2,377,31
2755147,165945210,165945210,165945577,2,366,31
2768399,165932359,165932359,165934814,5,2454,141
2768400,165980408,165980408,165984008,5,3600,136
2768401,165980408,165980408,165984009,5,3600,137
2768402,165980439,165980439,165984039,5,3600,137
2768420,166012421,166012421,166014958,5,2537,142
2768423,166050804,166050804,166053342,5,2538,150
2768424,166050804,166050804,166053271,5,2467,144
2768425,166079764,166079764,166082179,5,2415,143
2800919,165964329,165964329,165964851,1,522,34
2800930,165969293,165969293,165970557,1,1264,37
2802806,165931243,165931243,165932238,1,995,38
2802807,165931244,165931244,165932113,1,869,37
2802808,165931283,165931283,165933024,1,1741,38
2802809,165931284,165931284,165932471,1,1187,40
2802812,165931332,165931332,165931777,1,445,47
2802813,165931333,165931333,165931797,1,463,38
2802814,165931389,165931389,165931946,1,557,321
2802815,165931409,165931409,165931958,1,548,36
2802818,165931474,165931474,165932175,1,700,37
2802819,165931478,165931478,165931929,1,451,37
2802820,165931550,165931550,165931987,1,436,36
2802821,165931608,165931608,165932076,1,468,43
2802822,165931681,165931681,165932056,1,374,39
2802823,165931683,165931683,165932171,1,488,42
2802833,165944085,165944085,165945284,1,1199,36
2805809,165931204,165931204,165931936,2,732,36
2805812,165931206,165931206,165934015,2,2808,39
2805847,165931283,165931283,165932789,2,1506,66
2806009,165931291,165931291,165933128,2,1837,38
2806014,165931438,165931438,165933072,2,1634,35
2806069,165931438,165931438,165932703,2,1264,39
2806103,165931479,165931479,165932284,2,805,36
2806115,165944086,165944086,165948417,16,4330,261
2806117,165949615,165949615,165953944,16,4328,227
2806118,165957583,165957583,165961912,16,4328,284
2806119,165966700,165966700,165971030,16,4329,242
2806120,165972321,165972321,165976651,16,4330,230
2806121,165987357,165987357,165991687,16,4329,251
2806122,165931485,165931485,165932388,2,902,34
2806134,165944086,165944086,165948409,1,4322,36
2806135,165949065,165949065,165953386,1,4320,37
2806136,165956046,165956046,165960367,1,4321,85
2806138,165961102,165961102,165965425,1,4322,37
2806182,165931616,165931616,165932519,2,902,34
2806211,165931622,165931622,165933519,2,1897,35
2806400,165931834,165931834,165932954,2,1119,35
2808703,165931853,165931853,165933144,2,1290,35
2808764,165944085,165944085,165945101,2,1015,32
2810036,165944085,165944085,165945094,2,1008,31
2811376,165944109,165944109,165947489,2,3380,31
2813021,165944132,165944132,165947430,2,3298,31
2813303,165931218,165931218,165933249,2,2030,287
2813304,165931225,165931225,165932922,2,1697,285
2813305,165931307,165931307,165933426,2,2118,287
2813306,165931331,165931331,165933533,2,2201,284
2813307,165931442,165931442,165933398,2,1956,285
2813308,165931446,165931446,165933153,2,1706,285
2813309,165931528,165931528,165933553,2,2025,283
2813310,165931542,165931542,165933657,2,2115,285
2813311,165931681,165931681,165933726,2,2045,287
2813312,165931699,165931699,165933398,2,1699,287
2813313,165931871,165931871,165934003,2,2132,286
2813314,165944085,165944085,165945950,2,1865,279
2813315,165944085,165944085,165946169,2,2083,281
2813316,165944188,165944188,165946306,2,2118,281
2813317,165944212,165944212,165946219,2,2006,279
2813318,165944410,165944410,165946154,2,1744,281
2813319,165944410,165944410,165946486,2,2076,279
2813320,165944536,165944536,165946638,2,2102,280
2813321,165944779,165944779,165947021,2,2241,279
2813322,165946247,165946247,165948107,2,1860,280
2813323,165946304,165946304,165948317,2,2012,281
2813324,165947423,165947423,165949431,2,2007,280
2813325,165947430,165947430,165949469,2,2038,280
2813326,165948610,165948610,165949571,2,961,277
2813327,165948610,165948610,165949571,2,961,277
2814139,165944335,165944335,165948219,2,3884,31
2817345,165944377,165944377,165947962,2,3584,31
2819772,165944460,165944460,165948776,2,4316,32
2823677,165944470,165944470,165948791,2,4321,32
2823784,165946175,165946175,165947212,2,1036,32
2824449,165946189,165946189,165946932,2,743,32
2824803,165947214,165947214,165948217,2,1003,32
2824820,165947285,165947285,165948364,2,1078,32
2825130,165948560,165948560,165949680,2,1119,32
2825407,165948599,165948599,165949657,2,1057,31
2826311,165949176,165949176,165952343,2,3167,31
2826363,165949615,165949615,165952833,2,3217,32
2826364,165949717,165949717,165951490,2,1773,32
2826369,165950069,165950069,165951662,2,1592,32
2826370,165950069,165950069,165951749,2,1679,32
2826416,165950524,165950524,165952688,2,2164,32
2826431,165950531,165950531,165951808,2,1277,32
2826480,165950865,165950865,165951826,2,960,31
2826491,165950868,165950868,165951921,2,1053,33
2826691,165951020,165951020,165952419,2,1398,33
2826724,165951022,165951022,165953238,2,2216,33
2826762,165951054,165951054,165952715,2,1660,33
2826767,165951102,165951102,165952800,2,1697,32
2826865,165951149,165951149,165952727,2,1578,32
2826948,165951208,165951208,165953129,2,1920,52
2826949,165951241,165951241,165953123,2,1881,32
2826967,165951329,165951329,165953202,2,1873,75
2826990,165951387,165951387,165953095,2,1708,33
2827015,165951407,165951407,165953733,2,2326,75
2827043,165951490,165951490,165952560,2,1069,33
2827054,165951633,165951633,165952864,2,1231,32
2827267,165951727,165951727,165953290,2,1563,39
2827500,165953263,165953263,165954375,2,1112,33
2827578,165953342,165953342,165954336,2,993,33
2827732,165954346,165954346,165956197,2,1851,33
2828090,165954758,165954758,165955873,2,1114,32
2828382,165954869,165954869,165955801,2,932,32
2829381,165955385,165955385,165956906,2,1521,33
2831715,165955887,165955887,165956753,2,866,33
2834032,165955912,165955912,165956616,2,704,32
2834059,165956123,165956123,165957417,2,1294,32
2834068,165956128,165956128,165958039,2,1910,33
2834085,165956499,165956499,165960813,2,4314,33
2834159,165956547,165956547,165957774,2,1227,33
2834792,165957065,165957065,165957933,2,868,33
2835929,165957192,165957192,165961508,2,4315,35
2835976,165957243,165957243,165958501,2,1258,36
2836018,165957394,165957394,165958439,2,1045,32
2836454,165957502,165957502,165958583,2,1081,33
2836574,165957695,165957695,165958804,2,1108,34
2836636,165957934,165957934,165958809,2,875,33
2838273,165958290,165958290,165960201,2,1911,58
2838299,165958434,165958434,165962271,2,3836,32
2838592,165958589,165958589,165959671,2,1082,32
2838984,165958695,165958695,165959570,2,874,34
2839276,165959149,165959149,165960199,2,1050,32
2839580,165959166,165959166,165960140,2,974,32
2840118,165959708,165959708,165960841,2,1132,32
2840193,165960994,165960994,165962094,2,1100,32
2840297,165961084,165961084,165962337,2,1252,32
2840558,165961169,165961169,165963099,2,1930,33
2840564,165961444,165961444,165962688,2,1244,31
2842171,165961535,165961535,165962344,2,809,33
2842354,165961896,165961896,165962614,2,718,32
2842529,165962005,165962005,165962811,2,805,32
2842971,165962326,165962326,165966185,2,3858,33
2843156,165962378,165962378,165966122,2,3744,35
2843198,165962499,165962499,165966381,2,3881,57
2843681,165962750,165962750,165963608,2,858,33
2844026,165931247,165931247,165935568,1,4321,210
2844027,165931263,165931263,165935584,1,4321,83
2844028,165931303,165931303,165935623,1,4320,85
2844030,165931305,165931305,165932354,1,1049,84
2844032,165931338,165931338,165935317,1,3979,85
2845272,165962870,165962870,165963572,2,702,33
2845282,165943073,165943073,165944212,512,1138,359
2845283,165943073,165943073,165944085,512,1012,358
2845284,165953067,165953067,165954497,512,1429,360
2845285,165954498,165954498,165955825,512,1327,373
2845286,165960993,165960993,165962384,512,1391,362
2845287,165965318,165965318,165966741,512,1423,368
2845288,165967223,165967223,165968631,512,1407,365
2845289,165977309,165977309,165978585,512,1275,365
2845291,165979297,165979297,165980414,512,1116,366
2845292,165991574,165991574,165992864,512,1290,365
2845293,165992865,165992865,165994083,512,1217,374
2845294,166006555,166006555,166007764,512,1208,358
2845295,166006558,166006558,166007718,512,1159,358
2845823,165962891,165962891,165963693,2,802,34
2846192,165963043,165963043,165963788,2,745,34
2846222,165963135,165963135,165963873,2,737,34
2846253,165963954,165963954,165964940,2,986,33
2846301,165964052,165964052,165967690,2,3638,34
2846302,165964269,165964269,165965050,2,780,32
2846417,165964420,165964420,165965208,2,788,33
2846479,165964718,165964718,165965507,2,789,33
2846506,165964999,165964999,165965975,2,975,31
2846602,165965452,165965452,165966145,2,692,32
2846893,165965491,165965491,165966080,2,589,33
2846909,165965832,165965832,165966414,2,582,36
2847508,165965946,165965946,165966513,2,567,36
2847591,165966112,165966112,165969522,2,3410,33
2847641,165966125,165966125,165969900,2,3775,33
2847879,165966432,165966432,165970089,2,3656,32
2847882,165966515,165966515,165967106,2,591,36
2847941,165967107,165967107,165969557,2,2449,36
2848114,165967145,165967145,165967668,2,523,33
2848123,165967224,165967224,165967746,2,521,33
2849300,165967224,165967224,165967777,2,552,34
2849440,165946675,165946675,165947420,2,744,31
2849760,165949900,165949900,165951103,2,1203,31
2849761,165950105,165950105,165951280,2,1174,31
2849762,165950396,165950396,165951593,2,1196,31
2849763,165950531,165950531,165951745,2,1213,32
2849764,165950803,165950803,165951633,2,829,31
2849765,165950898,165950898,165952213,2,1314,31
2849766,165951020,165951020,165952309,2,1289,32
2849767,165951027,165951027,165952274,2,1247,33
2849768,165951102,165951102,165952296,2,1194,32
2849769,165951104,165951104,165952195,2,1091,32
2849770,165951208,165951208,165952434,2,1226,52
2849771,165951208,165951208,165952482,2,1273,57
2849772,165951332,165951332,165952522,2,1190,32
2849773,165951380,165951380,165952635,2,1255,33
2849774,165951414,165951414,165952297,2,882,32
2849775,165951415,165951415,165952675,2,1259,36
2849776,165951638,165951638,165952858,2,1219,31
2849777,165951662,165951662,165952861,2,1199,32
2849778,165953291,165953291,165954678,2,1387,31
2849779,165953323,165953323,165954594,2,1271,33
2849780,165954598,165954598,165955916,2,1318,32
2849781,165954729,165954729,165956258,2,1529,34
2849782,165955348,165955348,165956778,2,1429,33
2849783,165955385,165955385,165956620,2,1235,32
2849784,165955874,165955874,165957118,2,1244,31
2849785,165955887,165955887,165957191,2,1304,36
2849786,165956044,165956044,165957542,2,1498,32
2849787,165956061,165956061,165957280,2,1219,93
2849788,165956240,165956240,165957500,2,1259,32
2849789,165956285,165956285,165957203,2,917,31
2849790,165956621,165956621,165957841,2,1220,32
2849791,165956730,165956730,165957990,2,1259,32
2849792,165957191,165957191,165958404,2,1212,33
2849793,165957200,165957200,165958412,2,1211,32
2849794,165957417,165957417,165958559,2,1141,32
2849795,165957454,165957454,165958574,2,1120,32
2849796,165957722,165957722,165958859,2,1137,48
2849797,165957841,165957841,165958986,2,1144,32
2849798,165958322,165958322,165959527,2,1205,76
2849799,165958322,165958322,165959301,2,978,68
2849800,165958618,165958618,165959842,2,1223,32
2849801,165958625,165958625,165959844,2,1219,33
2849802,165959157,165959157,165960313,2,1155,32
2849803,165959157,165959157,165960289,2,1132,33
2849804,165960994,165960994,165961813,2,819,32
2849805,165960994,165960994,165962470,2,1476,32
2849806,165961175,165961175,165962523,2,1348,33
2849807,165961175,165961175,165962470,2,1295,33
2849808,165961597,165961597,165962832,2,1235,32
2849809,165961599,165961599,165962324,2,724,32
2849810,165962095,165962095,165963340,2,1245,32
2849811,165962226,165962226,165963523,2,1297,33
2849812,165962378,165962378,165963592,2,1214,32
2849813,165962470,165962470,165963688,2,1217,33
2849814,165962755,165962755,165963435,2,679,32
2849815,165962773,165962773,165964071,2,1297,33
2849816,165962946,165962946,165964167,2,1221,34
2849817,165962946,165962946,165964098,2,1152,34
2849818,165963151,165963151,165964351,2,1200,33
2849819,165963601,165963601,165964689,2,1087,32
2849820,165964052,165964052,165965303,2,1251,33
2849821,165964190,165964190,165965453,2,1263,31
2849822,165964502,165964502,165965755,2,1253,31
2849823,165964600,165964600,165965820,2,1220,34
2849824,165965210,165965210,165966319,2,1109,33
2849825,165965327,165965327,165966603,2,1276,33
2849826,165965530,165965530,165966703,2,1172,33
2849827,165965574,165965574,165966790,2,1215,33
2849828,165965978,165965978,165967237,2,1259,32
2849829,165965981,165965981,165967089,2,1108,33
2849830,165966259,165966259,165967451,2,1192,32
2849831,165966320,165966320,165967641,2,1321,33
2849832,165966704,165966704,165967929,2,1225,33
2849833,165966710,165966710,165967938,2,1227,34
2849834,165967219,165967219,165968280,2,1061,34
2849835,165967220,165967220,165968522,2,1301,32
2849836,165967225,165967225,165968506,2,1281,33
2849837,165967225,165967225,165968454,2,1229,33
2849838,165967225,165967225,165968458,2,1233,34
2849839,165967225,165967225,165968331,2,1106,33
2849840,165967225,165967225,165968407,2,1181,32
2849841,165967225,165967225,165968407,2,1182,34
2849842,165967225,165967225,165968395,2,1170,33
2849843,165967225,165967225,165968418,2,1193,33
2849844,165967225,165967225,165968049,2,823,33
2849845,165967225,165967225,165968453,2,1228,33
2849846,165967225,165967225,165968542,2,1317,37
2849847,165967225,165967225,165968388,2,1163,37
2849848,165967263,165967263,165968460,2,1197,103
2849849,165967451,165967451,165968741,2,1289,32
2849850,165967641,165967641,165968903,2,1261,33
2849851,165967668,165967668,165968887,2,1218,32
2849852,165967925,165967925,165969083,2,1158,32
2849853,165967926,165967926,165969185,2,1258,34
2849854,165968185,165968185,165968824,2,638,34
2849855,165968246,165968246,165969382,2,1136,34
2849856,165968405,165968405,165969696,2,1290,37
2849857,165968419,165968419,165969542,2,1123,33
2849858,165968507,165968507,165969744,2,1237,33
2849859,165968542,165968542,165969176,2,634,36
2849860,165968823,165968823,165970094,2,1270,32
2849861,165968824,165968824,165970007,2,1182,33
2849862,165968955,165968955,165970161,2,1205,33
2849863,165968971,165968971,165970336,2,1364,33
2849864,165969176,165969176,165970222,2,1045,36
2849865,165969185,165969185,165970373,2,1187,34
2849866,165969328,165969328,165970571,2,1242,32
2849867,165969382,165969382,165970549,2,1166,33
2849868,165969438,165969438,165970739,2,1300,33
2849869,165969522,165969522,165970541,2,1018,33
2849870,165969542,165969542,165970723,2,1181,33
2849871,165969576,165969576,165970805,2,1229,33
2849872,165969578,165969578,165970803,2,1225,36
2849873,165969734,165969734,165970962,2,1227,32
2849874,165969879,165969879,165970915,2,1036,33
2849875,165969901,165969901,165970314,2,413,32
2849876,165969965,165969965,165970383,2,418,34
2849877,165970000,165970000,165970414,2,413,40
2849878,165970007,165970007,165970427,2,420,33
2849880,165970024,165970024,165970463,2,438,33
2849881,165970027,165970027,165970466,2,438,32
2849882,165970089,165970089,165970527,2,438,32
2849883,165970094,165970094,165970512,2,418,31
2849885,165970180,165970180,165970616,2,436,33
2849886,165970238,165970238,165970695,2,457,34
2849887,165970243,165970243,165970680,2,436,34
2849888,165970247,165970247,165970700,2,453,34
2849890,165970314,165970314,165970746,2,432,32
2849891,165970336,165970336,165970783,2,447,33
2849892,165970337,165970337,165970775,2,438,35
2849893,165970341,165970341,165970793,2,452,33
2849895,165970373,165970373,165970832,2,459,34
2849896,165970375,165970375,165970841,2,465,33
2849897,165970385,165970385,165970838,2,452,34
2849898,165970424,165970424,165970880,2,456,33
2849900,165970429,165970429,165970884,2,455,33
2849901,165970463,165970463,165970923,2,460,33
2849902,165970466,165970466,165970932,2,466,32
2849903,165970466,165970466,165970914,2,448,32
2849905,165970512,165970512,165970954,2,441,31
2849906,165970520,165970520,165971007,2,487,33
2849907,165970535,165970535,165970999,2,464,32
2849908,165970549,165970549,165970989,2,439,33
2849910,165970589,165970589,165970996,2,406,32
2849911,165970599,165970599,165971011,2,411,31
2849912,165970601,165970601,165971001,2,399,31
2849913,165970607,165970607,165971028,2,420,32
2849915,165970620,165970620,165971035,2,415,32
2849916,165970643,165970643,165971056,2,412,36
2849917,165970695,165970695,165971123,2,427,33
2849918,165970700,165970700,165971122,2,421,34
2849920,165970734,165970734,165971170,2,435,32
2849921,165970748,165970748,165971166,2,417,32
2849922,165970765,165970765,165971175,2,409,34
2849923,165970777,165970777,165971199,2,421,33
2849925,165970789,165970789,165971217,2,427,37
2849926,165970799,165970799,165971230,2,431,32
2849927,165970802,165970802,165971241,2,439,34
2849928,165970838,165970838,165971252,2,414,34
2849930,165970852,165970852,165971265,2,412,33
2849931,165970859,165970859,165971276,2,417,32
2849932,165970865,165970865,165971269,2,404,38
2849933,165970865,165970865,165971279,2,414,34
2849935,165970884,165970884,165971311,2,427,32
2849936,165970890,165970890,165971319,2,429,33
2849937,165970890,165970890,165971329,2,438,34
2849938,165970916,165970916,165971326,2,410,32
2849940,165970922,165970922,165971330,2,408,32
2849941,165970922,165970922,165971372,2,450,37
2849942,165970934,165970934,165971363,2,429,37
2849943,165970940,165970940,165971371,2,430,33
2849945,165970964,165970964,165971388,2,424,36
2849946,165970978,165970978,165971408,2,429,33
2849947,165970989,165970989,165971399,2,409,33
2849948,165971000,165971000,165971444,2,444,32
2849950,165971020,165971020,165971455,2,435,32
2849951,165971021,165971021,165971472,2,451,33
2849952,165971038,165971038,165971480,2,442,32
2849953,165971044,165971044,165971500,2,456,33
2849965,165971054,165971054,165971487,2,433,33
2849966,165971098,165971098,165971538,2,440,33
2849967,165971118,165971118,165971533,2,415,35
2849968,165971128,165971128,165971534,2,406,36
2849970,165971166,165971166,165971581,2,415,32
2849971,165971192,165971192,165971607,2,414,31
2849972,165971200,165971200,165971617,2,417,32
2849973,165971219,165971219,165971654,2,435,37
2849975,165971242,165971242,165971681,2,439,33
2849976,165971256,165971256,165971694,2,438,34
2849977,165971259,165971259,165971673,2,413,32
2849978,165971268,165971268,165971683,2,414,34
2849979,165971271,165971271,165971677,2,406,38
2849980,165971274,165971274,165971675,2,400,34
2849981,165971281,165971281,165971686,2,405,34
2849982,165971299,165971299,165971714,2,415,36
2849983,165971299,165971299,165971697,2,397,32
2849985,165971327,165971327,165971741,2,414,35
2849986,165971330,165971330,165971734,2,404,32
2849987,165971367,165971367,165971789,2,421,36
2849988,165971371,165971371,165971793,2,422,33
2849990,165971399,165971399,165971803,2,404,33
2849991,165971401,165971401,165971828,2,427,34
2849992,165971446,165971446,165971856,2,410,32
2849993,165971449,165971449,165971869,2,420,33
2849995,165971476,165971476,165971882,2,405,32
2849996,165971501,165971501,165971944,2,443,33
2849997,165971547,165971547,165971985,2,438,32
2849998,165971558,165971558,165971983,2,425,34
2850003,165971590,165971590,165972923,2,1333,35
2850004,165971637,165971637,165972928,2,1290,66
2850005,165971654,165971654,165972940,2,1285,37
2850008,165971752,165971752,165972950,2,1197,35
2850013,165971806,165971806,165973002,2,1195,33
2850014,165971822,165971822,165973063,2,1240,34
2850015,165971838,165971838,165973154,2,1316,32
2850016,165971856,165971856,165972964,2,1107,32
2850018,165971901,165971901,165974191,2,2289,33
2850019,165971944,165971944,165974551,2,2606,33
2850020,165971955,165971955,165974323,2,2368,34
2850021,165971972,165971972,165973917,2,1945,32
2850022,165972008,165972008,165973409,2,1400,32
2850023,165972008,165972008,165973179,2,1170,32
2850024,165972040,165972040,165973282,2,1241,32
2850025,165972040,165972040,165973300,2,1259,32
2850026,165972165,165972165,165973340,2,1174,33
2850027,165972165,165972165,165973149,2,984,34
2850029,165972276,165972276,165973492,2,1216,35
2850031,165972331,165972331,165973508,2,1176,34
2850032,165972409,165972409,165973639,2,1229,33
2850033,165972415,165972415,165973647,2,1232,33
2850034,165972555,165972555,165973399,2,844,33
2850035,165972555,165972555,165973816,2,1260,34
2850036,165972681,165972681,165973891,2,1210,33
2850037,165972761,165972761,165974163,2,1402,38
2850038,165972875,165972875,165974140,2,1264,33
2850040,165972941,165972941,165974134,2,1192,37
2850041,165972950,165972950,165974095,2,1145,32
2850042,165972972,165972972,165974124,2,1151,33
2850043,165972995,165972995,165974037,2,1042,33
2850044,165973076,165973076,165973655,2,579,34
2850045,165973127,165973127,165974301,2,1174,34
2850047,165973176,165973176,165974291,2,1114,33
2850048,165973183,165973183,165974423,2,1239,35
2850049,165975491,165975491,165976633,2,1142,33
2850050,165977263,165977263,165978216,2,953,34
2850096,165987519,165987519,165988648,2,1128,35
2850097,165987608,165987608,165988908,2,1300,36
2850098,165988678,165988678,165989804,2,1125,33
2850099,165988678,165988678,165989818,2,1139,36
2850100,165991050,165991050,165991851,2,801,35
2850101,165991264,165991264,165992302,2,1038,34
2850102,166002236,166002236,166003311,2,1075,31
2850103,166002236,166002236,166003270,2,1034,31
2850104,166002240,166002240,166003347,2,1107,31
2850105,166002244,166002244,166002817,2,573,31
2850106,166002664,166002664,166003678,2,1013,31
2850107,166002667,166002667,166003701,2,1033,31
2850109,166003082,166003082,166004125,2,1043,31
2850110,166003082,166003082,166004104,2,1022,31
2850111,166004042,166004042,166004594,2,551,31
2850112,166004106,166004106,166005206,2,1100,31
2850113,166005243,166005243,166006396,2,1152,32
2850114,166005279,166005279,166006466,2,1187,31
2850117,166006496,166006496,166007643,2,1146,31
2850118,166006560,166006560,166007661,2,1101,31
2850119,166007094,166007094,166008457,2,1363,31
2850120,166007138,166007138,166008297,2,1158,32
2850121,166007800,166007800,166008504,2,703,31
2850122,166007818,166007818,166008907,2,1089,47
2850123,166007888,166007888,166008964,2,1075,31
2850124,166007947,166007947,166009036,2,1089,31
2850125,166008080,166008080,166009173,2,1093,33
2850126,166008086,166008086,166009035,2,949,31
2850127,166008216,166008216,166009391,2,1174,31
2850128,166008305,166008305,166009390,2,1085,33
2850129,166008453,166008453,166010151,2,1698,34
2850130,166008458,166008458,166009557,2,1098,32
2850131,166008523,166008523,166009113,2,589,32
2850132,166008523,166008523,166009600,2,1077,32
2850133,166008701,166008701,166009738,2,1037,31
2850134,166008701,166008701,166009727,2,1025,31
2850135,166008900,166008900,166010031,2,1131,33
2850136,166008907,166008907,166009566,2,658,32
2850137,166009043,166009043,166010171,2,1128,31
2850138,166009096,166009096,166010190,2,1094,31
2850139,166009232,166009232,166010386,2,1154,32
2850140,166009260,166009260,166010341,2,1081,33
2850141,166009332,166009332,166010079,2,746,31
2850142,166009474,166009474,166010676,2,1201,32
2850143,166009515,166009515,166010697,2,1182,35
2850144,166009678,166009678,166010876,2,1198,31
2850145,166009797,166009797,166011071,2,1273,32
2850146,166009962,166009962,166011049,2,1086,31
2850147,166010031,166010031,166011153,2,1122,32
2850148,166010105,166010105,166011239,2,1134,31
2850149,166010243,166010243,166011310,2,1066,32
2850150,166010341,166010341,166011507,2,1166,32
2850151,166010366,166010366,166011066,2,699,32
2850152,166010424,166010424,166011608,2,1184,39
2850153,166010569,166010569,166011696,2,1127,31
2850154,166010630,166010630,166011674,2,1044,31
2850155,166010688,166010688,166011788,2,1099,32
2850157,166010753,166010753,166011689,2,936,31
2850158,166010852,166010852,166011910,2,1057,31
2850159,166010889,166010889,166011933,2,1044,31
2850160,166010891,166010891,166011942,2,1051,31
2850161,166010909,166010909,166011975,2,1065,31
2850162,166010909,166010909,166011796,2,887,31
2850170,166010912,166010912,166011293,2,380,31
2850171,166011016,166011016,166011396,2,380,32
2850172,166011020,166011020,166011394,2,374,33
2850173,166011105,166011105,166011496,2,390,32
2850175,166011267,166011267,166011672,2,405,32
2850176,166011294,166011294,166011687,2,393,31
2850177,166011389,166011389,166011771,2,382,31
2850178,166011398,166011398,166011793,2,394,31
2850180,166011460,166011460,166011854,2,393,31
2850181,166011507,166011507,166011917,2,409,32
2850182,166011513,166011513,166011919,2,406,33
2850183,166011596,166011596,166011980,2,383,32
2850185,166011647,166011647,166012052,2,404,31
2850186,166011667,166011667,166012067,2,400,31
2850187,166011676,166011676,166012090,2,414,31
2850188,166011696,166011696,166012109,2,413,31
2850190,166011747,166011747,166012159,2,412,34
2850191,166011747,166011747,166012125,2,378,32
2850192,166011773,166011773,166012187,2,414,31
2850193,166011788,166011788,166012201,2,412,31
2850195,166011813,166011813,166012240,2,426,32
2850196,166011851,166011851,166012286,2,434,31
2850197,166011854,166011854,166012280,2,426,31
2850198,166011879,166011879,166012313,2,434,437
2850200,166011916,166011916,166012327,2,411,31
2850201,166011917,166011917,166012353,2,436,32
2850202,166011919,166011919,166012349,2,430,33
2850203,166011922,166011922,166012374,2,452,32
2850205,166011944,166011944,166012344,2,400,31
2850206,166011945,166011945,166012340,2,394,32
2850207,166011959,166011959,166012367,2,408,32
2850208,166011965,166011965,166012346,2,380,31
2850209,166012025,166012025,166012395,2,370,31
2850210,166012032,166012032,166012443,2,411,32
2850211,166012052,166012052,166012464,2,412,31
2850212,166012061,166012061,166012472,2,411,34
2850213,166012068,166012068,166012484,2,416,31
2850215,166012086,166012086,166012488,2,402,34
2850216,166012092,166012092,166012509,2,417,32
2850217,166012102,166012102,166012505,2,402,31
2850219,166012106,166012106,166012485,2,379,32
2850221,166012116,166012116,166012485,2,369,31
2850222,166012132,166012132,166012508,2,375,31
2850223,166012142,166012142,166012517,2,375,31
2850224,166012142,166012142,166012512,2,369,31
2850232,166012182,166012182,166012570,2,387,33
2850233,166012187,166012187,166012578,2,390,31
2850235,166012209,166012209,166012609,2,400,31
2850236,166012209,166012209,166012591,2,381,31
2850238,166012216,166012216,166012600,2,384,31
2850239,166012216,166012216,166012608,2,392,31
2850240,166012216,166012216,166012628,2,412,31
2850241,166012219,166012219,166012637,2,418,31
2850244,166012219,166012219,166012611,2,392,31
2850245,166012280,166012280,166012671,2,390,31
2850246,166012286,166012286,166012688,2,401,31
