jobid,submit,start,end,nnodes,duration,memory
2886548,165963696,165963696,165964418,3,722,32
2886549,165963755,165963755,165964478,3,723,34
2886550,165963762,165963762,165964484,3,722,32
2886551,165963801,165963801,165964524,3,722,43
2886552,165963804,165963804,165964527,3,723,34
2886553,165963814,165963814,165964536,3,722,40
2886554,165963814,165963814,165964536,3,721,36
2886555,165963814,165963814,165964536,3,721,36
2886556,165963814,165963814,165964536,3,722,36
2886557,165963872,165963872,165964593,3,720,31
2886558,165963872,165963872,165964593,3,720,32
2886559,165963873,165963873,165964593,3,720,46
2886560,165963895,165963895,165964617,3,721,31
2886561,165963908,165963908,165964629,3,720,32
2886562,165963925,165963925,165964647,3,722,32
2886563,165963931,165963931,165964653,3,722,32
2886564,165963957,165963957,165964677,3,720,32
2886565,165963964,165963964,165964686,3,722,52
2886566,165963964,165963964,165964686,3,722,54
2886567,165963964,165963964,165964686,3,722,53
2886568,165963964,165963964,165964686,3,722,53
2886569,165963964,165963964,165964686,3,722,47
2886570,165963964,165963964,165964686,3,722,32
2886571,165963996,165963996,165964717,3,720,31
2886572,165963996,165963996,165964717,3,720,31
2886573,165963996,165963996,165964717,3,720,31
2886574,165964022,165964022,165964744,3,721,31
2886575,165964023,165964023,165964744,3,721,31
2886576,165964023,165964023,165964744,3,721,31
2886577,165964036,165964036,165964756,3,720,32
2886578,165964036,165964036,165964756,3,720,32
2886579,165964036,165964036,165964756,3,720,32
2886601,165963937,165963937,165965776,1,1838,34
2886602,165963954,165963954,165965760,1,1806,33
2886606,165963431,165963431,165964621,1,1189,29
2886609,165963964,165963964,165968284,1,4320,98
2886612,165963967,165963967,165968287,1,4320,97
2886629,165971074,165971074,165975396,8,4321,40
2886630,166006705,166006705,166011028,8,4323,38
2886631,165968624,165968624,165972948,18,4323,377
2886632,166011818,166011818,166016138,8,4320,38
2886633,166020841,166020841,166025164,8,4322,38
2886634,166031928,166031928,166036251,8,4322,39
2886637,165971398,165971398,165975721,8,4322,72
2886639,166007765,166007765,166012086,8,4320,37
2886640,166012096,166012096,166016417,8,4321,38
2886641,166026101,166026101,166030423,8,4322,38
2886642,166031928,166031928,166036251,8,4322,39
2886643,165963504,165963504,165963907,2,402,77
2886648,165963585,165963585,165963954,4,368,35
2886654,165963575,165963575,165963961,2,385,78
2886668,166011672,166011672,166012214,6,542,29
2886683,165963693,165963693,165964077,2,384,77
2886687,165967152,165967152,165971474,1,4322,61
2886688,166011785,166011785,166012557,6,772,30
2886692,165964170,165964170,165965407,1,1237,37
2886697,165967224,165967224,165971547,1,4322,62
2886733,165964176,165964176,165966324,1,2148,42
2886752,165963691,165963691,165965853,1,2161,35
2886755,166011851,166011851,166012343,6,491,30
2886756,165963791,165963791,165964197,2,406,78
2886757,165967136,165967136,165967611,5,474,174
2886771,165963794,165963794,165964212,2,417,77
2886797,165963823,165963823,165964225,2,401,77
2886829,166012086,166012086,166012602,6,516,29
2886846,165963872,165963872,165964262,12,389,496
2886859,165971872,165971872,165973602,2,1730,111
2886860,165977263,165977263,165978986,2,1722,112
2886861,165991698,165991698,165993334,2,1636,112
2886862,166002371,166002371,166004039,2,1667,111
2886864,166005295,166005295,166007005,2,1709,113
2886866,165971933,165971933,165973660,2,1726,110
2886867,165979623,165979623,165981257,2,1633,115
2886868,166002236,166002236,166003947,2,1710,113
2886871,166007818,166007818,166009491,2,1672,113
2887052,165967183,165967183,165967589,5,405,170
2887053,165964200,165964200,165964560,1,360,443
2887085,166012086,166012086,166012780,6,693,29
2887151,165964240,165964240,165964616,1,376,443
2887175,165963921,165963921,165964328,2,406,76
2887300,165963936,165963936,165965248,1,1311,242
2887331,165963943,165963943,165964425,1,481,98
2887332,165963943,165963943,165964527,1,584,98
2887342,165963943,165963943,165964832,1,889,100
2887343,165963943,165963943,165964823,1,879,100
2887347,165963944,165963944,165964379,2,435,76
2887350,165963943,165963943,165964838,1,895,101
2887352,165963943,165963943,165964402,1,459,99
2887372,165963943,165963943,165964631,1,688,94
2887373,165963943,165963943,165965644,1,1701,64
2887434,165963957,165963957,165966118,1,2160,60
2887459,165963967,165963967,165964393,2,426,77
2887477,165963964,165963964,165964368,1,404,444
2887478,165963964,165963964,165964326,1,361,443
2887550,165963994,165963994,165965439,4,1445,487
2887551,165963994,165963994,165965439,4,1445,457
2887683,165972947,165972947,165975448,256,2501,490
2887699,165967256,165967256,165970761,8,3504,47
2887738,165964078,165964078,165964470,2,392,76
2887741,165964080,165964080,165964445,1,365,30
2887782,165968625,165968625,165969571,64,946,122
2887783,165984354,165984354,165986508,64,2153,243
2887784,165984361,165984361,165986227,64,1865,188
2887785,166002234,166002234,166004618,64,2384,238
2887852,165964135,165964135,165966296,1,2160,31
2887857,165964139,165964139,165966302,1,2162,51
2887870,165964371,165964371,165966505,1,2133,40
2887875,165964187,165964187,165964733,2,546,78
2887876,165965887,165965887,165966517,8,629,112
2887877,165964187,165964187,165964730,2,543,77
2887883,165964475,165964475,165964844,1,368,444
2887884,165964206,165964206,165964750,2,543,77
2887887,165964552,165964552,165968413,1,3860,171
2887888,165964555,165964555,165968421,1,3865,187
2887889,165964916,165964916,165969245,1,4327,492
2887890,165964941,165964941,165969272,1,4329,489
2887891,165965319,165965319,165969572,1,4252,177
2887893,165964213,165964213,165964620,2,407,76
2887894,165965320,165965320,165969282,1,3961,210
2887895,165965440,165965440,165969014,1,3574,181
2887896,165965450,165965450,165969126,1,3675,179
2887897,165965683,165965683,165970009,1,4325,200
2887898,165965684,165965684,165970015,1,4330,494
2887900,165966013,165966013,165969014,1,3000,225
2887901,165966016,165966016,165968984,1,2967,185
2887902,165966339,165966339,165969751,1,3411,180
2887903,165966355,165966355,165970679,1,4323,488
2887904,165966735,165966735,165971071,1,4334,498
2887907,165966793,165966793,165971122,1,4327,497
2887908,165967195,165967195,165971513,1,4318,476
2887909,165967213,165967213,165971045,1,3831,140
2887910,165967261,165967261,165971587,1,4325,481
2887911,165967262,165967262,165971004,1,3742,151
2887919,165967454,165967454,165971167,1,3713,140
2887921,165964238,165964238,165965683,4,1444,56
2887924,165964562,165964562,165964962,1,400,444
2887925,165964622,165964622,165968943,1,4320,52
2887968,165964279,165964279,165966440,1,2161,45
2887992,165964289,165964289,165964709,12,419,496
2888030,165964329,165964329,165964741,2,411,76
2888031,165964734,165964734,165967049,1,2315,42
2888046,165964746,165964746,165966842,1,2095,43
2888051,165964381,165964381,165964767,2,386,77
2888058,165964394,165964394,165964799,2,405,80
2888066,165965242,165965242,165965979,4,737,34
2888071,165964759,165964759,165965431,1,672,60
2888087,165964759,165964759,165965327,2,568,36
2888092,165965050,165965050,165969324,2,4273,473
2888095,165964426,165964426,165966486,1,2059,47
2888138,165964474,165964474,165966636,1,2161,30
2888141,165964852,165964852,165965227,1,375,445
2888203,165964887,165964887,165969208,1,4321,100
2888215,165964970,165964970,165969292,1,4321,149
2888216,165964964,165964964,165965347,1,383,442
2888217,165964563,165964563,165966726,1,2162,31
2888219,165965002,165965002,165969323,1,4320,150
2888224,165977309,165977309,165981631,128,4321,245
2888229,165967268,165967268,165969251,16,1982,78
2888230,165964584,165964584,165964948,1,364,30
2888241,165964609,165964609,165965331,1,721,31
2888242,165967234,165967234,165968203,1,969,105
2888243,165967263,165967263,165971583,1,4320,127
2888244,165967300,165967300,165969490,1,2189,98
2888255,165964622,165964622,165965034,2,411,76
2888268,165967454,165967454,165971777,1,4322,358
2888289,165965574,165965574,165966106,2,531,37
2888304,165964730,165964730,165965185,2,454,77
2888307,165964734,165964734,165965126,2,392,77
2888309,165965130,165965130,165967195,1,2064,41
2888314,165965453,165965453,165965861,2,407,76
2888318,165965162,165965162,165967407,1,2244,97
2888320,165965491,165965491,165965894,2,403,77
2888327,165964769,165964769,165965156,2,387,77
2888336,165965862,165965862,165966258,2,396,77
2888340,165964807,165964807,165965169,4,361,80
2888353,165965248,165965248,165965622,1,373,444
2888387,166012140,166012140,166012618,6,477,29
2888456,165964962,165964962,165965975,1,1012,47
2888457,165965331,165965331,165965693,1,362,444
2888477,165965926,165965926,165966335,2,408,77
2888486,165966013,165966013,165966418,2,405,76
2888490,166012140,166012140,166012786,6,645,29
2888501,165965407,165965407,165965891,1,483,149
2888502,165965410,165965410,165966712,1,1302,150
2888508,165967224,165967224,165971185,6,3960,52
2888514,165966061,165966061,165966449,2,388,76
2888516,165965127,165965127,165967288,1,2160,76
2888518,165965380,165965380,165967579,1,2198,41
2888519,165965132,165965132,165965839,1,706,30
2888526,165965850,165965850,165967534,1,1684,148
2888527,165966067,165966067,165966462,2,395,78
2888534,165965399,165965399,165967509,1,2110,41
2888538,165966109,165966109,165966511,2,402,78
2888547,165966131,165966131,165966530,2,398,77
2888561,165965573,165965573,165969175,1,3602,37
2888562,166012156,166012156,166012972,6,815,30
2888582,165965425,165965425,165965900,1,474,442
2888591,165965266,165965266,165967426,1,2160,111
2888667,165965482,165965482,165965901,1,419,442
2888684,165965584,165965584,165968465,1,2880,34
2888685,165965978,165965978,165968859,1,2880,36
2888702,165965984,165965984,165968865,1,2880,37
2888703,165966186,165966186,165969067,1,2881,37
2888705,165966205,165966205,165969088,1,2882,37
2888706,165966544,165966544,165969425,1,2881,37
2888714,165965497,165965497,165969822,1,4325,387
2888718,165965500,165965500,165967736,1,2235,41
2888719,165968625,165968625,165972946,4,4321,35
2888724,165965527,165965527,165967701,1,2173,42
2888728,165968625,165968625,165972946,4,4321,36
2888731,165968625,165968625,165972946,4,4321,35
2888737,165973064,165973064,165977386,4,4321,37
2888742,165973206,165973206,165977528,4,4322,35
2888747,165965670,165965670,165966037,1,367,444
2888748,165977316,165977316,165981637,4,4320,39
2888815,165965686,165965686,165966102,1,416,444
2888818,165966445,165966445,165967557,1,1112,145
2888826,165970321,165970321,165974644,24,4323,378
2888828,165965702,165965702,165967865,1,2162,76
2888829,165965714,165965714,165967875,1,2160,75
2888830,165965881,165965881,165968043,1,2161,76
2888832,165965708,165965708,165967896,1,2188,42
2888833,165965962,165965962,165968124,1,2162,76
2888834,165965984,165965984,165968146,1,2161,76
2888836,165965787,165965787,165970111,1,4323,374
2888837,166012170,166012170,166012929,6,759,31
2888838,165968624,165968624,165970787,10,2162,72
2888845,165965820,165965820,165967844,1,2024,41
2888846,165965826,165965826,165970150,1,4324,385
2888874,165966637,165966637,165970237,1,3600,37
2888875,165967107,165967107,165970709,1,3601,33
2888933,165968624,165968624,165972947,32,4322,257
2888939,165965680,165965680,165967125,4,1444,503
2888946,165965984,165965984,165970306,1,4321,30
2888955,165968624,165968624,165972947,16,4322,495
2888956,165965984,165965984,165966373,1,389,444
2888957,165965676,165965676,165967119,1,1442,29
2888958,165965680,165965680,165966755,1,1075,30
2888963,165965688,165965688,165967134,4,1445,56
2888972,165966045,165966045,165968263,1,2218,45
2888974,165966092,165966092,165970417,1,4324,363
2888980,165966096,165966096,165970420,1,4324,30
2888985,165966304,165966304,165968465,1,2160,42
2888989,165965776,165965776,165967221,4,1445,480
2889049,165966092,165966092,165968209,1,2117,46
2889090,165966259,165966259,165966671,2,411,79
2889104,165966125,165966125,165968287,1,2162,32
2889106,165968414,165968414,165970576,1,2162,35
2889109,165970592,165970592,165972753,1,2161,34
2889111,165966397,165966397,165970721,1,4324,373
2889114,165972852,165972852,165975014,1,2161,34
2889118,165967234,165967234,165967612,1,378,138
2889119,165968285,165968285,165970447,1,2162,31
2889120,165966336,165966336,165966743,2,407,78
2889123,165966125,165966125,165967738,1,1613,79
2889124,165970448,165970448,165972608,1,2160,31
2889125,165972624,165972624,165974787,1,2162,33
2889180,166012209,166012209,166012926,6,716,30
2889182,165966262,165966262,165966634,1,371,446
2889190,165966326,165966326,165970652,1,4324,189
2889193,165966355,165966355,165970679,1,4322,172
2889195,165966726,165966726,165971049,2,4322,174
2889199,165967225,165967225,165967602,1,377,98
2889209,165967225,165967225,165968913,1,1688,100
2889210,165967225,165967225,165968780,1,1555,100
2889216,165967225,165967225,165968176,1,951,99
2889217,165967225,165967225,165967971,1,746,99
2889248,165966355,165966355,165966851,1,496,124
2889250,165966355,165966355,165966723,1,368,445
2889253,165966384,165966384,165968403,1,2019,40
2889256,165967589,165967589,165969750,5,2161,42
2889259,165968955,165968955,165972230,20,3274,132
2889260,165969571,165969571,165970475,20,903,76
2889261,165970475,165970475,165974796,20,4320,76
2889262,165971118,165971118,165973560,20,2442,108
2889263,165971547,165971547,165975869,20,4321,77
2889264,165972511,165972511,165976834,20,4322,46
2889269,166012209,166012209,166013018,6,808,34
2889272,165966400,165966400,165970721,1,4320,42
2889275,165966419,165966419,165968474,1,2055,42
2889277,165966917,165966917,165971243,1,4324,184
2889278,165967194,165967194,165971520,1,4324,186
2889282,165967224,165967224,165971551,1,4325,186
2889284,165967261,165967261,165971587,1,4325,184
2889289,165966429,165966429,165970754,1,4325,373
2889291,165967288,165967288,165971614,1,4324,169
2889298,165966125,165966125,165968287,1,2162,61
2889302,166012384,166012384,166013128,6,743,30
2889303,165966544,165966544,165970865,1,4321,218
2889362,165967460,165967460,165971786,1,4325,170
2889365,165967224,165967224,165971539,6,4315,33
2889366,166012395,166012395,166013108,6,712,31
2889505,166012420,166012420,166013145,6,724,30
2889513,165966627,165966627,165968421,1,1794,245
2889514,165966637,165966637,165968153,1,1516,231
2889517,165967192,165967192,165968963,1,1770,244
2889518,165967237,165967237,165968971,1,1733,244
2889519,165967261,165967261,165969422,1,2161,285
2889520,165967312,165967312,165969185,1,1873,270
2889521,165967468,165967468,165969370,1,1901,279
2889524,165967735,165967735,165969702,1,1967,247
2889525,165967831,165967831,165969461,1,1630,237
2889526,165967862,165967862,165969703,1,1840,248
2889527,165968043,165968043,165969872,1,1828,250
2889528,165968155,165968155,165969979,1,1824,254
2889529,165968238,165968238,165970287,1,2048,275
2889530,165968287,165968287,165970003,1,1715,264
2889531,165968410,165968410,165970441,1,2030,277
2889533,165968474,165968474,165970427,1,1952,277
2889534,165968523,165968523,165970466,1,1943,247
2889535,165968628,165968628,165970237,1,1609,236
2889536,165968632,165968632,165970492,1,1860,248
2889537,165968862,165968862,165970801,1,1939,245
2889538,165968870,165968870,165970737,1,1866,248
2889539,165969003,165969003,165971000,1,1997,275
2889540,165969003,165969003,165970686,1,1682,263
2889541,165969057,165969057,165970893,1,1835,273
2889542,165969060,165969060,165970830,1,1769,274
2889543,165969190,165969190,165970972,1,1781,275
2889544,165969190,165969190,165971158,1,1967,241
2889545,165969333,165969333,165970910,1,1577,229
2889546,165969345,165969345,165971179,1,1834,247
2889547,165969400,165969400,165971201,1,1800,245
2889548,165969425,165969425,165971226,1,1800,246
2889549,165969464,165969464,165971361,1,1896,244
2889550,165969491,165969491,165971050,1,1558,232
2889552,165969557,165969557,165971303,1,1746,245
2889553,165969597,165969597,165971367,1,1769,248
2889554,165969601,165969601,165971276,1,1675,237
2889556,165969701,165969701,165971370,1,1669,237
2889557,165969730,165969730,165971367,1,1636,238
2889558,165969738,165969738,165971371,1,1633,238
2889559,165984354,165984354,165987279,20,2924,76
2889560,165984354,165984354,165986906,20,2552,76
2889561,166002234,166002234,166002662,20,427,100
2889562,166002234,166002234,166006558,20,4323,83
2889563,166004506,166004506,166008827,20,4321,107
2889564,166006567,166006567,166010890,20,4323,47
2889565,166007764,166007764,166012086,20,4321,74
2889566,166007818,166007818,166012140,20,4322,74
2889567,166008072,166008072,166012398,20,4325,75
2889594,165967477,165967477,165971804,1,4325,163
2889714,165966365,165966365,165966759,2,394,78
2889750,165966678,165966678,165967058,1,379,442
2889761,165967644,165967644,165971312,1,3667,198
2889981,165966384,165966384,165966792,2,407,77
2890052,165966793,165966793,165967177,1,383,447
2890147,165966971,165966971,165969183,1,2211,46
2890153,166012420,166012420,166013214,6,793,30
2890157,165966400,165966400,165966790,2,390,77
2890174,165967738,165967738,165969901,1,2162,43
2890175,165966978,165966978,165971299,1,4321,221
2890176,165967113,165967113,165971435,1,4321,217
2890177,165967225,165967225,165971547,1,4321,218
2890178,165967234,165967234,165971556,1,4322,220
2890179,165967296,165967296,165971617,1,4320,219
2890180,165967321,165967321,165971643,1,4322,217
2890181,165967535,165967535,165971855,1,4320,218
2890182,165967579,165967579,165971901,1,4321,217
2890183,165967701,165967701,165972023,1,4322,217
2890184,165967736,165967736,165972057,1,4320,217
2890185,165967844,165967844,165972165,1,4320,217
2890187,165967865,165967865,165972186,1,4320,217
2890188,165968155,165968155,165972475,1,4320,217
2890189,165968163,165968163,165972484,1,4321,218
2890190,165968287,165968287,165972608,1,4320,219
2890191,165968287,165968287,165972608,1,4320,216
2890192,165968421,165968421,165972741,1,4320,219
2890193,165968421,165968421,165972744,1,4322,217
2890194,165968568,165968568,165972889,1,4321,217
2890195,165968573,165968573,165972895,1,4322,216
2890196,165968693,165968693,165973016,1,4322,217
2890197,165968725,165968725,165973046,1,4320,218
2890198,165968903,165968903,165973224,1,4320,217
2890199,165968903,165968903,165973224,1,4320,217
2890200,165969013,165969013,165973336,1,4322,217
2890201,165969013,165969013,165973336,1,4322,217
2890202,165969127,165969127,165973450,1,4322,219
2890203,165969139,165969139,165973462,1,4322,217
2890204,165969246,165969246,165973567,1,4320,218
2890205,165969252,165969252,165973573,1,4320,217
2890206,165969379,165969379,165973699,1,4320,219
2890207,165967875,165967875,165970036,1,2160,41
2890208,165968173,165968173,165970336,1,2162,41
2890209,166012505,166012505,166013223,6,717,30
2890210,165966422,165966422,165966833,2,410,76
2890211,165966993,165966993,165969060,1,2066,40
2890268,165966451,165966451,165966840,2,388,78
2890276,165966464,165966464,165966847,2,383,78
2890296,165966473,165966473,165967087,1,613,30
2890317,165966486,165966486,165967812,1,1325,47
2890340,165966506,165966506,165966870,1,364,90
2890346,165966512,165966512,165966971,2,458,78
2890362,166012506,166012506,166013290,6,784,36
2890384,165966522,165966522,165966906,8,384,113
2890400,165966531,165966531,165966917,2,386,77
2890610,165967611,165967611,165971744,4,4132,476
2890615,165967760,165967760,165971285,4,3524,457
2890619,165968659,165968659,165972971,4,4312,445
2890621,165968725,165968725,165973046,4,4320,243
2890632,165968625,165968625,165972947,4,4321,243
2890780,165967930,165967930,165972253,4,4322,32
2890781,165968300,165968300,165972621,4,4320,34
2890782,165968955,165968955,165973278,4,4322,34
2890814,165969188,165969188,165973510,4,4321,34
2890859,165967578,165967578,165968660,1,1082,102
2890867,165967152,165967152,165969314,1,2162,32
2890871,165969396,165969396,165971556,1,2160,34
2890893,165971602,165971602,165973762,1,2160,34
2890915,165973767,165973767,165975929,1,2161,34
2890936,165966668,165966668,165967393,1,724,32
2890996,165966691,165966691,165967098,12,407,499
2891054,165968298,165968298,165970460,1,2161,41
2891077,165975806,165975806,165976180,128,374,350
2891084,165967225,165967225,165967632,2,407,79
2891090,165967651,165967651,165971053,1,3401,185
2891091,165967229,165967229,165967609,2,380,81
2891151,165967610,165967610,165968018,2,407,81
2891156,165967206,165967206,165967644,1,438,445
2891161,165968444,165968444,165970607,1,2162,42
2891173,165967216,165967216,165971540,1,4324,395
2891175,165967777,165967777,165968185,2,408,77
2891179,165967812,165967812,165972138,1,4325,169
2891186,165966917,165966917,165968000,4,1083,58
2891191,165967840,165967840,165972166,1,4324,180
2891193,165966854,165966854,165969015,1,2161,32
2891194,165968018,165968018,165968405,2,387,81
2891210,165968049,165968049,165968427,2,378,78
2891216,165968388,165968388,165968818,2,430,81
2891217,165967224,165967224,165969330,1,2105,41
2891218,165968001,165968001,165972325,1,4323,168
2891222,165966993,165966993,165969154,1,2160,82
2891223,165967229,165967229,165969358,1,2129,42
2891235,165968576,165968576,165970739,1,2162,42
2891236,165968125,165968125,165971922,1,3797,160
2891237,165967230,165967230,165971553,1,4323,376
2891240,165968213,165968213,165972539,1,4324,180
2891243,166012558,166012558,166013557,6,999,30
2891252,165967132,165967132,165969295,1,2162,30
2891257,165967235,165967235,165971377,1,4142,97
2891258,165967237,165967237,165971379,1,4141,103
2891261,165967382,165967382,165971524,1,4141,104
2891264,165967180,165967180,165968714,1,1534,319
2891266,165968624,165968624,165972226,5,3601,172
2891269,165967249,165967249,165967621,1,372,444
2891270,165968645,165968645,165969188,8,542,128
2891272,165967393,165967393,165971542,1,4148,147
2891273,165967581,165967581,165971730,1,4149,146
2891274,165967612,165967612,165971757,1,4144,147
2891275,165967738,165967738,165971884,1,4145,146
2891276,165967747,165967747,165971509,1,3762,147
2891277,165967899,165967899,165971876,1,3977,146
2891278,165967923,165967923,165971724,1,3800,147
2891279,165968176,165968176,165971526,1,3349,146
2891280,165968194,165968194,165971331,1,3137,146
2891281,165968393,165968393,165972492,1,4098,147
2891282,165968407,165968407,165972343,1,3936,146
2891283,165968453,165968453,165972563,1,4110,147
2891284,165968467,165968467,165972612,1,4144,146
2891285,165968588,165968588,165972174,1,3586,147
2891286,165968626,165968626,165972778,1,4151,148
2891287,165968835,165968835,165972982,1,4146,147
2891288,165968865,165968865,165972922,1,4056,146
2891290,165968961,165968961,165973103,1,4142,146
2891291,165969004,165969004,165973147,1,4143,147
2891292,165969016,165969016,165973166,1,4150,147
2891293,165969067,165969067,165973210,1,4142,146
2891294,165969175,165969175,165973333,1,4157,147
2891295,165969208,165969208,165973351,1,4142,147
2891296,165969284,165969284,165973431,1,4147,149
2891297,165969370,165969370,165973515,1,4144,147
2891298,165969383,165969383,165973528,1,4144,148
2891299,165967261,165967261,165967649,1,387,447
2891310,165967262,165967262,165969396,1,2133,41
2891311,165967632,165967632,165971955,2,4322,35
2891312,165967297,165967297,165969309,1,2012,49
2891315,165967399,165967399,165967788,1,389,445
2891316,165967426,165967426,165967805,1,378,445
2891317,165967407,165967407,165969432,1,2024,40
2891318,165967282,165967282,165968726,4,1444,58
2891319,165967481,165967481,165969533,1,2052,40
2891320,165968263,165968263,165972588,1,4323,169
2891321,165968409,165968409,165972733,1,4322,181
2891322,165968411,165968411,165972735,1,4323,168
2891324,165968480,165968480,165972805,1,4324,186
2891325,165967648,165967648,165971970,2,4321,34
2891327,165967998,165967998,165972319,3,4320,33
2891328,165969432,165969432,165973585,1,4152,148
2891329,165969456,165969456,165973601,1,4145,148
2891330,165969533,165969533,165973678,1,4145,147
2891331,165969538,165969538,165973686,1,4147,148
2891332,165969557,165969557,165973704,1,4147,151
2891333,165969557,165969557,165973706,1,4148,147
2891334,165969634,165969634,165973779,1,4144,148
2891335,165969661,165969661,165973808,1,4147,148
2891336,165969702,165969702,165973849,1,4146,148
2891337,165969717,165969717,165973864,1,4147,148
2891338,165969744,165969744,165973889,1,4145,148
2891339,165969751,165969751,165973902,1,4151,150
2891340,165969773,165969773,165973921,1,4147,148
2891341,165969783,165969783,165973928,1,4145,149
2891342,165969840,165969840,165973991,1,4151,147
2891343,165969850,165969850,165973995,1,4145,147
2891344,165969904,165969904,165974050,1,4146,149
2891346,165969908,165969908,165974058,1,4149,148
2891347,165969978,165969978,165974128,1,4149,149
2891348,165969979,165969979,165974124,1,4145,151
2891349,165970005,165970005,165974150,1,4145,148
2891350,165970010,165970010,165974157,1,4147,150
2891351,165970029,165970029,165974175,1,4146,147
2891352,165970029,165970029,165974174,1,4145,147
2891353,165970064,165970064,165974212,1,4147,148
2891354,165970067,165970067,165974211,1,4144,148
2891355,165970095,165970095,165974241,1,4146,148
2891356,165970101,165970101,165974250,1,4149,148
2891357,165970112,165970112,165974260,1,4147,148
2891358,165970122,165970122,165974268,1,4146,150
2891359,165970128,165970128,165974275,1,4146,147
2891360,165970144,165970144,165974289,1,4145,147
2891361,165970152,165970152,165974298,1,4146,147
2891362,165970162,165970162,165974310,1,4147,148
2891367,165968726,165968726,165970890,1,2163,44
2891368,165967613,165967613,165967990,1,377,444
2891371,165967621,165967621,165969601,1,1979,41
2891381,165967622,165967622,165967990,1,368,443
2891389,165968609,165968609,165972931,4,4322,110
2891400,165968632,165968632,165972953,4,4320,178
2891401,165968624,165968624,165972947,4,4322,177
2891402,165968625,165968625,165972947,4,4321,178
2891403,165967651,165967651,165969866,1,2214,42
2891406,165968855,165968855,165971016,1,2160,42
2891411,165968907,165968907,165971070,1,2162,44
2891428,165967735,165967735,165972060,1,4324,372
2891430,165968645,165968645,165970909,6,2263,63
2891434,165968522,165968522,165972848,1,4324,186
2891440,165968395,165968395,165968775,2,379,77
2891444,165967747,165967747,165968117,1,370,446
2891446,165967775,165967775,165969848,1,2072,40
2891447,165967788,165967788,165968180,1,391,448
2891450,165968458,165968458,165968893,2,435,78
2891457,165967820,165967820,165969962,1,2142,43
2891463,166012597,166012597,166013320,6,722,32
2891468,166012664,166012664,166013360,6,696,30
2891474,165967930,165967930,165972037,2,4107,36
2891483,165968775,165968775,165973075,2,4299,170
2891485,165969698,165969698,165970516,4,817,36
2891488,165967917,165967917,165968311,1,394,446
2891490,166012664,166012664,166013642,6,978,30
2891496,165967929,165967929,165969906,1,1977,44
2891497,166012786,166012786,166015571,6,2784,30
2891506,165967992,165967992,165968393,1,401,443
2891519,165967819,165967819,165969982,1,2162,45
2891520,165968009,165968009,165970179,1,2170,45
2891521,165967827,165967827,165969988,1,2160,48
2891543,165974908,165974908,165975487,80,578,332
2891555,165968180,165968180,165968568,1,387,447
2891559,165968195,165968195,165970246,1,2051,42
2891560,165968955,165968955,165971074,6,2118,35
2891586,165968203,165968203,165968638,1,434,447
2891595,165968236,165968236,165970498,1,2261,41
2891596,165968460,165968460,165968870,2,410,76
2891783,165968402,165968402,165972723,1,4321,342
2891784,165968311,165968311,165968693,1,381,443
2891785,165968646,165968646,165969054,2,407,76
2891786,165968422,165968422,165972744,1,4322,412
2891789,165968459,165968459,165969991,1,1532,308
2891790,165968403,165968403,165970536,1,2133,41
2891792,165968574,165968574,165972895,1,4321,260
2891793,165968407,165968407,165968847,1,440,445
2891798,165968410,165968410,165970533,1,2122,40
2891801,165968427,165968427,165972569,2,4141,36
2891811,165968453,165968453,165968848,1,395,446
2891823,165968462,165968462,165970424,1,1961,40
2891824,165968465,165968465,165968835,1,370,443
2891826,165968468,165968468,165970539,1,2070,43
2891960,165968578,165968578,165968960,1,382,442
2891962,165968591,165968591,165970732,1,2141,54
2891963,165968624,165968624,165969011,1,386,445
2891966,165968597,165968597,165970623,1,2025,41
2891987,165968634,165968634,165972958,1,4324,490
2891988,165968660,165968660,165972998,1,4336,478
2892029,165968818,165968818,165969210,1,391,447
2892031,165968847,165968847,165970953,1,2106,40
2892032,165968849,165968849,165970853,1,2004,41
2892055,165969328,165969328,165973648,5,4320,173
2892056,165969571,165969571,165973892,5,4320,173
2892057,165968855,165968855,165969237,1,381,446
2892061,165968638,165968638,165970799,1,2160,38
2892064,165968872,165968872,165969252,1,380,95
2892068,165968894,165968894,165971995,2,3101,33
2892076,165968907,165968907,165971299,1,2392,35
2892081,165968934,165968934,165969328,2,393,77
2892087,165969084,165969084,165969492,2,408,77
2892088,165968943,165968943,165969332,1,389,442
2892090,165968963,165968963,165971144,1,2181,50
2892091,165968972,165968972,165970968,1,1995,40
2892092,165968984,165968984,165969344,1,360,446
2892093,165969156,165969156,165969575,2,419,77
2892103,165969014,165969014,165969379,1,364,445
2892104,165969015,165969015,165971407,1,2392,45
2892105,165969020,165969020,165971244,1,2223,43
2892107,165969031,165969031,165969425,1,394,445
2892111,165969088,165969088,165969538,1,449,443
2892112,165969156,165969156,165971262,1,2105,41
2892113,165969183,165969183,165971221,1,2038,46
2892115,165969186,165969186,165969562,1,376,443
2892116,165969188,165969188,165973517,1,4327,474
2892117,165969188,165969188,165973511,1,4322,101
2892118,165969329,165969329,165973469,1,4139,463
2892119,165969324,165969324,165969734,2,410,76
2892121,165969210,165969210,165969597,1,387,449
2892128,165969330,165969330,165972572,1,3242,94
2892131,165969273,165969273,165971439,1,2166,42
2892134,165969296,165969296,165969684,1,388,446
2892135,165971446,165971446,165972886,40,1440,446
2892138,165969358,165969358,165969783,1,424,443
